,B cell,Conventional dendritic cell,Endothelial A,Endothelial B,Epithelial crypt,Epithelial other,Epithelial villi,Glial,Macrophage,Malignancy epithelial A,Malignancy epithelial B,Mast cell,Monocyte,Neutrophil,NK cell,Pericyte,Plasma,Plasmablast,Plasmacytoid dendritic cell,Smooth muscle,Stroma A,Stroma B.1,Stroma B.2,Stroma C,Stroma D,T cell CD4,T cell CD8,T cell regulatory
MSMB,0.036797153024911,0.0421426282051282,0.036024371667936,0.0415760869565217,0.026115542663766,0.0168141592920354,0.0156217776861208,0.0424696288899983,0.0467125775173879,0.0702582829432724,0.103713009491904,0.0409274024339068,0.0284926470588235,0.0365954985275557,0.0150655021834061,0.0236468043467065,0.0364799086077584,0.035204766700235,0.0357344632768362,0.0132243563547201,0.0193389592123769,0.0147990088105727,0.0353123067408782,0.0264072847682119,0.0296870275173874,0.00277777777777778,0.0398177920685959,0.0384138595645889
MSMO1,0.0140213523131673,0.00794391025641026,0.0141279512566641,0.015036231884058,0.00784143098863911,0.00501474926253687,0.01118787378841,0.0231652521218173,0.0113543700962757,0.128346072532119,0.153326154582436,0.00794376835921108,0,0.01156394615061,0,0.00721790183859504,0.00553568767694829,0.00566465256797583,0.00748587570621469,0.00170004086636698,0.0179324894514768,0,0.0144918573490002,0.0140537442689761,0.00776383429089809,0.00972222222222222,0.00980707395498392,0.00932804765867975
MSN,0.126476868327402,0.112975961538462,0.190822543792841,0.597644927536232,0.00992023205221175,0.0364798426745329,0.00582594349350381,0.116233982359794,0.232651522938294,0.0929079377282337,0.368210098109596,0.0838145195132186,0.0650275735294118,0.0217658813630627,0.00342066957787482,0.222956687438842,0.0909178959916555,0.0536673380328969,0.0272598870056497,0.0772210870453617,0.00808720112517581,0.0448100220264317,0.182498453927025,0.0565906775343861,0.0798835802842455,0,0.169506966773848,0.0878246966577599
MSR1,0.0111743772241993,0.119097756410256,0.00289413556740289,0.0118659420289855,0,0.00501474926253687,0,0.037144283574638,0.601582896495015,0.00117092210115466,0.00340990667623833,0.0248971884179606,0.0232077205882353,0.00851388304585612,0,0.0085569346448988,0.0253538965876919,0.00415407854984894,0.0103107344632768,0.00456068655496526,0.00527426160337553,0.00653909691629956,0.0225314368171511,0.0081953642384106,0.0121484729361959,0,0.0108788853161844,0.00608655657278023
MSRA,0.042491103202847,0.026213141025641,0.0424980959634425,0.0707427536231884,0.0222963500120861,0.011897738446411,0.0246958135698082,0.0281161590946913,0.0501387604070305,0.0914590694717545,0.0947395708702241,0.0619932857742342,0.00712316176470588,0.00609486748001683,0.000509461426491994,0.0274578977184941,0.0254532359807282,0.0195955018462571,0.0216101694915254,0.0161258684102983,0.00808720112517581,0.0106690528634361,0.0233560090702948,0.0167282221090168,0.0138116117326882,0.0166666666666667,0.0307073954983923,0.0211989136624469
MSRB2,0.0097508896797153,0.016661858974359,0.0213632901751714,0.0252717391304348,0.0286777858351462,0.0207472959685349,0.0241802433491442,0.0666833083707772,0.0260869565217391,0.206392761572466,0.218772433596554,0.0188543852287033,0.0206801470588235,0.0124053428691628,0.0106986899563319,0.0252433434619148,0.0172080663587145,0.0138888888888889,0.0272598870056497,0.0243400081732734,0.0221518987341772,0.019204295154185,0.0419088847660276,0.025770504330107,0.0184986392500756,0.00277777777777778,0.014898177920686,0.0141464803539358
MSRB3,0,0.017911858974359,0.0390708301599391,0.0796195652173913,0,0,0,0.032692627725079,0.0374618837153527,0.00766126051538314,0.0213169019701683,0.0275828787242971,0.0130974264705882,0.00346550273453933,0,0.127524849358809,0.0173074057517509,0.00633601879825445,0.00466101694915254,0.0822067838169187,0.0123066104078762,0.00653909691629956,0.0443826015254587,0.025643148242486,0.025604777744179,0.00972222222222222,0.00605573419078242,0.00937185159227298
MST1R,0.0118861209964413,0.00912980769230769,0.0118431073876618,0.0179347826086956,0.0237466763355088,0.0207472959685349,0.0360383584244174,0.0319021467798303,0.0126563195943399,0.168382146394831,0.223558267528117,0.00794376835921108,0.0103400735294118,0.00641039124947413,0.00924308588064046,0.00752690940928052,0.0333010480305965,0.0412470627727425,0.0216101694915254,0.00660400490396404,0.0151195499296765,0.00736508810572687,0.0283034425891569,0.0104877738155884,0.0115436951920169,0.0166666666666667,0.00980707395498392,0.0106859696000701
MSX2,0.0118861209964413,0.0149951923076923,0.0158415841584158,0.0176630434782609,0.00909838046893884,0.00599803343166175,0.0047948030521757,0.0213346646696622,0.0204337547538288,0.0576915684738095,0.134781048097631,0.022295425933697,0.0140165441176471,0.0129312158182583,0.00924308588064046,0.0197327084513571,0.0120920876173447,0.00818227593152064,0.0103107344632768,0.00954638332652227,0.0137130801687764,0.0101183920704846,0.0239744382601525,0.0244969434538971,0.0130556395524645,0,0.00927116827438371,0.0139274606859696
MT1B,0.0182918149466192,0.0205721153846154,0.0198400609291698,0.0155797101449275,0.0351075658689872,0.0207472959685349,0.028614147246855,0.0305292061907139,0.0227635591187858,0.0496636555833173,0.0535016351599266,0.0197775912715065,0.0167738970588235,0.0141933108960875,0.0208879184861718,0.051972498326209,0.0153702875875428,0.00801443437395099,0.00748587570621469,0.0142460155292195,0.0137130801687764,0.0183783039647577,0.0266542980828695,0.0228413143148243,0.0200105836105231,0.00277777777777778,0.0213290460878885,0.0172565596390556
MT1E,0.0118861209964413,0.0281362179487179,0.0219345011424219,0.0383152173913043,0.099937152525985,0.0256637168141593,0.0794493710043308,0.0212930604093859,0.0461643882550451,0.0246928547139964,0.033760070192231,0.0296810742761225,0.0746783088235294,0.0251314682372739,0.000509461426491994,0.296036977905959,0.0214299905627577,0.00918932527693857,0.013135593220339,0.0302656313853698,0.0277777777777778,0.0464620044052863,0.0417027417027417,0.0627037697401936,0.0411778046567886,0.00972222222222222,0.019989281886388,0.0179574225765474
MT1G,0.0133096085409253,0.0276875,0.0166031987814166,0.0271739130434783,0.130442349528644,0.0315634218289085,0.105021653949268,0.0382675986020969,0.0603145235892692,0.0904980854240896,0.070331817819255,0.0306042803189257,0.0521599264705882,0.0124053428691628,0.0106986899563319,0.122838234536746,0.0188968360403318,0.0138888888888889,0,0.00958724969350225,0.0179324894514768,0.0494906387665198,0.0363430220573078,0.0551897605705553,0.0328621106743272,0.0166666666666667,0.0248124330117899,0.0226444434710237
MT1H,0.0147330960854093,0.0235849358974359,0.0291698400609292,0.0254528985507246,0.0984384819917815,0.0217305801376598,0.0940915652711899,0.0277833250124813,0.0393120224757598,0.0409852304144059,0.048715801228364,0.0259043222828368,0.0291819852941176,0.0232383256205301,0.00487627365356623,0.0607792140907452,0.0182511299855958,0.0160708291372944,0,0.0121209644462607,0.0291842475386779,0.0415060572687225,0.0264481550195836,0.0357042791645441,0.0253023888720895,0,0.0210610932475884,0.0271562486311271
MT1X,0.0681138790035587,0.133360576923077,0.116945925361767,0.129438405797101,0.280261058738216,0.0590953785644051,0.18875025778511,0.11594275253786,0.189413094871004,0.198069161282692,0.224714844061578,0.121498111624003,0.171415441176471,0.0567890197728229,0.0179767103347889,1.33538394190658,0.0881363929866388,0.0608845250083921,0.0385593220338983,0.143792398855742,0.0460618846694796,0.169534691629956,0.16456400742115,0.390008914926133,0.15064257635319,0.00277777777777778,0.0901929260450161,0.0892264225327434
MT2A,0.120782918149466,0.408713141025641,0.382749428789033,0.598550724637681,0.253430021754895,0.0787610619469027,0.338368735821819,0.267590281244799,0.878966663240484,0.205638758704298,0.366096354789822,0.44462022660512,1.19025735294118,0.307525241901557,0.0339883551673945,2.76392594118556,0.308421497044653,0.117782813024505,0.0865819209039548,0.224789538210053,0.089662447257384,0.335834251101322,0.675386518243661,1.07722236372899,0.505344723314182,0.00972222222222222,0.234619506966774,0.203817512812651
MT3,0.0118861209964413,0.014386217948718,0.0213632901751714,0.0163949275362319,0.0170751752477641,0.00894788593903638,0.0126314704062693,0.0183807621900483,0.0137184362901292,0.0464702316710773,0.0532224615139188,0.0139026437263953,0.00528492647058824,0.00514829617164493,0.000509461426491994,0.0137070608229902,0.0113470421695723,0.0117069486404834,0.00183615819209039,0.0056640784634246,0.00527426160337553,0.00653909691629956,0.0116058544629973,0.0208036169128884,0.00912458421530088,0.00277777777777778,0.017577706323687,0.0145845196898681
MTA1,0.0951601423487544,0.0471105769230769,0.072962680883473,0.138858695652174,0.0490790427846265,0.0187807276302852,0.028098577026191,0.090564153769346,0.0666529619351081,0.403364922603823,0.327729919438462,0.0428577423415862,0.01953125,0.013667437946992,0.00924308588064046,0.0719549878972035,0.0418442358317191,0.0328549848942598,0.013135593220339,0.0339844707805476,0.0362165963431786,0.0293915198237885,0.066852195423624,0.0633405501782985,0.0440504989416389,0.0236111111111111,0.0781350482315113,0.0477002934863551
MTA3,0.041067615658363,0.031661858974359,0.0388804265041889,0.0495471014492754,0.0606333091612279,0.0394296951819076,0.0388224376160033,0.059568979863538,0.0338301298523315,0.217111429796419,0.161063252771795,0.0292614351657574,0.0147058823529412,0.0125105174589819,0.00342066957787482,0.0389941803574188,0.031512938955943,0.0331906680093991,0.00748587570621469,0.0234818144666939,0.0488748241912799,0.0332461453744493,0.0392290249433107,0.0441097809475293,0.0404218324765649,0.00277777777777778,0.0256162915326902,0.0281637391037715
MTAP,0.0659786476868327,0.0341298076923077,0.0371667936024372,0.0716485507246377,0.0559922649262751,0.027630285152409,0.0233553309960817,0.090564153769346,0.0482200979888306,0.468135247416431,0.521556193666746,0.0276668065463701,0.0137867647058824,0.00851388304585612,0.00342066957787482,0.0364191172683731,0.0298738389708439,0.0224488083249413,0.0159604519774011,0.0223375561912546,0.0305907172995781,0.0222329295154185,0.0666460523603381,0.0379966887417219,0.0349788327789537,0.00972222222222222,0.0465166130760986,0.0360922510841474
MTERF1,0.0289679715302491,0.0119503205128205,0.012985529322163,0.0127717391304348,0.0171718636693256,0.00206489675516224,0.0151062074654568,0.0107255782992178,0.0117655120430329,0.0588595337009713,0.0476389885937625,0.0114687368862778,0.00229779411764706,0.00420172486327303,0,0.00917494978626976,0.0132344906372622,0.0174135615978516,0.00183615819209039,0.00664487127094401,0.00949367088607595,0.0090170704845815,0.00995670995670996,0.00997834946510443,0.0141140006047777,0.00277777777777778,0.0191854233654877,0.0127447544789522
MTF1,0.038932384341637,0.0246105769230769,0.0352627570449353,0.0363224637681159,0.0242301184433164,0.0256637168141593,0.0329449371004331,0.0364370111499418,0.0334532497344708,0.11938674433389,0.131909547738693,0.0243936214855224,0.0294117647058824,0.03259886411443,0.00778748180494905,0.0253463459854766,0.0248571996225103,0.0159029875797247,0.0187853107344633,0.0158806702084185,0.0179324894514768,0.0125963656387665,0.0326324469181612,0.0275534895568008,0.0210689446628364,0.0236111111111111,0.0301714898177921,0.0226882474046169
MTFR1,0.0140213523131673,0.0178157051282051,0.0251713632901752,0.0376811594202899,0.028726130045927,0.011897738446411,0.0154155495978552,0.0470460975203861,0.0266694076129784,0.20056771980662,0.161501954215522,0.0212043642467478,0.00528492647058824,0.0132467395877156,0.00633187772925764,0.0286424267394551,0.0191451845229226,0.0195955018462571,0,0.0132652227217,0.00949367088607595,0.00764041850220264,0.0365491651205937,0.0269167091186959,0.0192546114302994,0,0.0159699892818864,0.0155482062289194
MTHFD2,0.0787900355871886,0.0760849358974359,0.0514470677837014,0.0976449275362319,0.0594730481024897,0.0384464110127827,0.0292328315116519,0.122849059743718,0.112803645458595,0.424890965271515,0.440236898779612,0.0571254720939992,0.0464154411764706,0.043221497686159,0.0121542940320233,0.195249008600711,0.0586325932548552,0.0771651560926485,0.0385593220338983,0.0229505516959542,0.0305907172995781,0.0326954845814978,0.0915893630179344,0.0628311258278146,0.0529709706682794,0.00277777777777778,0.0802786709539121,0.0635573174471068
MTM1,0.038220640569395,0.0339375,0.0301218583396801,0.038768115942029,0.0547836596567561,0.0423795476892822,0.0550113425448546,0.040264603095357,0.0446911296124987,0.147092653646565,0.116036531865678,0.031863197650021,0.0114889705882353,0.0202934371055953,0.0194323144104803,0.0198357109749189,0.0183504693786321,0.0157351460221551,0,0.0115079689415611,0.0165260196905767,0.0186536343612335,0.0221191506905793,0.0302279673968416,0.0212201390988812,0,0.0435691318327974,0.03490954487713
MTMR1,0.0645551601423487,0.0470144230769231,0.036024371667936,0.0459239130434783,0.0318201595358956,0.00599803343166175,0.0190245411425036,0.0543684473290065,0.0593551923801692,0.189272461154068,0.185431123873335,0.0342971044901385,0.0149356617647059,0.021029659234329,0.025254730713246,0.0344105680589174,0.0436820146028908,0.0499748237663646,0.0187853107344633,0.023318348998774,0.0249648382559775,0.0214069383259912,0.0445887445887446,0.0376146204788589,0.034827638342909,0,0.0679528403001072,0.048795391826186
MTMR10,0.043202846975089,0.0523990384615385,0.0531607006854532,0.0730978260869565,0.0550253807106599,0.027630285152409,0.0465559909259641,0.0454651356298885,0.0664473909617295,0.123541152293795,0.101798675919279,0.0374863617289131,0.0294117647058824,0.0169278502313841,0.00196506550218341,0.0379641551218005,0.0344931207470322,0.0375545485062101,0.00748587570621469,0.0228279525950143,0.0249648382559775,0.0233342511013216,0.0392290249433107,0.0330298013245033,0.034827638342909,0.0236111111111111,0.047588424437299,0.0356980156818082
MTMR12,0.0716725978647687,0.0515336538461538,0.0722010662604722,0.134601449275362,0.0795842397872855,0.067944936086529,0.0481027015879563,0.0717174238642037,0.0587384794600336,0.269477668209169,0.204255404004148,0.0355560218212337,0.0349264705882353,0.0160864535128313,0.0179767103347889,0.0589251686666323,0.0529205781552675,0.074983215844243,0.032909604519774,0.0407274213322436,0.0319971870604782,0.0354487885462555,0.0532467532467532,0.0508596535914417,0.0369443604475355,0.00277777777777778,0.0596463022508039,0.0435389197949976
MTMR14,0.0588612099644128,0.0383285256410256,0.0375476009139376,0.041304347826087,0.0183321247280638,0.0315634218289085,0.0187151990101052,0.0319021467798303,0.05877274128893,0.10022620086045,0.123534338358459,0.0230507763323542,0.0183823529411765,0.0145088346655448,0.0106986899563319,0.0249858371530103,0.0294764813986987,0.0377223900637798,0.0103107344632768,0.00909685328974254,0.0137130801687764,0.012045704845815,0.0322201607915894,0.0227139582272033,0.0246976111279105,0.00277777777777778,0.0508038585209003,0.0267182092951947
MTMR2,0.0296797153024911,0.0213413461538462,0.0445925361766946,0.0778079710144927,0.0243751510756587,0.00993117010816126,0.0113941018766756,0.0542436345481777,0.0388666187001062,0.155845000665297,0.133345297918162,0.0208686529584557,0.00758272058823529,0.00672591501893142,0.00633187772925764,0.0530540248236082,0.0260989420354642,0.017245720040282,0.00466101694915254,0.0264241928892521,0.0151195499296765,0.0238849118942731,0.0493300350443208,0.0379966887417219,0.0298382219534321,0,0.0307073954983923,0.0209360900608875
MTMR3,0.0125978647686833,0.00791185897435898,0.00651180502665651,0.0211050724637681,0.00842156151800822,0.00599803343166175,0.00634151371416787,0.0116824762855716,0.0193031144002467,0.0329721018938778,0.0253050969131371,0.00542593369702056,0.00689338235294117,0.00598969289019773,0,0.0126770355873719,0.00652908160731138,0.00163645518630413,0.0103107344632768,0.00296689824274622,0,0.000757158590308369,0.00315398886827458,0.0113792664289353,0.00988055639552464,0,0.0140943193997856,0.00455341889701695
MTMR4,0.0474733096085409,0.0349951923076923,0.0318354912414318,0.0395833333333333,0.0333188300700991,0.0138643067846608,0.0348009898948237,0.044716258944916,0.044793915099188,0.147964931474445,0.148141501156577,0.0337935375577004,0.0255055147058824,0.0258676903660076,0.0194323144104803,0.0316294999227481,0.0357348631599861,0.0375545485062101,0.013135593220339,0.0128156926849203,0.0291842475386779,0.0233342511013216,0.0404658833230262,0.0330298013245033,0.0302918052615664,0,0.0331189710610932,0.0307481711857725
MTMR9,0.035373665480427,0.0317259615384615,0.0327875095201828,0.0630434782608696,0.0321585690113609,0.0315634218289085,0.024798927613941,0.0357713429855217,0.0428067290231953,0.11365040878783,0.131351200446678,0.0264918170373479,0.0174632352941176,0.0127208666386201,0.0106986899563319,0.041260235875779,0.0244101723538469,0.0187562940584089,0.0159604519774011,0.0191499795668165,0.0362165963431786,0.0186536343612335,0.0299525870954442,0.0312468160978095,0.0251511944360448,0.0166666666666667,0.0494640943193998,0.0343400937404179
MTNR1A,0.00548042704626334,0.0067900641025641,0.00822543792840822,0.0122282608695652,0.0204592700024172,0.0177974434611603,0.00531037327283976,0.0113080379430854,0.00857916195566519,0.0295273436922486,0.0359136954614342,0.00861519093579522,0.00390625,0.00956562894404712,0.00924308588064046,0.00829942833599423,0.0108503452043908,0.0278197381671702,0.0159604519774011,0.0034981610134859,0.0151195499296765,0.00653909691629956,0.00624613481756339,0.0106151299032094,0.0118460840641064,0,0.00605573419078242,0.00840816505322178
MTNR1B,0.00263345195729537,0.00579647435897436,0.00327494287890327,0.00244565217391304,0.000734832003867536,9.83284169124871e-05,0,0,0.00385102956795834,0,0,0.00357952161141419,0.00206801470588235,0.00609486748001683,0,0.00330380594324561,0.00186013013460488,0.000125881168177241,0.00466101694915254,0.00231303637106661,0.00668073136427567,0,0.000267985982271693,0.00959628120224147,0,0.0166666666666667,0.0015005359056806,0.0030640851548469
MTOR,0.0147330960854093,0.000668269230769233,0.00784463061690784,0.0134963768115942,0,0,0,0,0.00659197587967246,0.0116678247756472,0.00380872617053522,0,0,0,0.000509461426491994,0.00505484884379667,0.000171360452987632,0,0,0,0.00386779184247539,0,0.00109255823541538,0.00386525725929699,0,0.00277777777777778,0.0116827438370847,0.00363353629155898
MTR,0,0.00162980769230769,0,0.00661231884057971,0,0,0,0,0.00453626614588687,0.0333269267730156,0.00568317779373056,0,0,0,0,0.00299479837256013,0,0,0,0,0,0,0,0,0,0,0.00471596998928189,0.00144333961189715
MTUS1,0.0104626334519573,0.0138733974358974,0.231759329779132,0.326449275362319,0.0916702924824752,0.0561455260570305,0.066766343575995,0.0417207522050258,0.0137184362901292,0.170540664409586,0.194763500039882,0.00794376835921108,0.00206801470588235,0.000415439629785443,0.00633187772925764,0.0720064891589844,0.0238141359956291,0.0236236992279288,0.00748587570621469,0.0174744585206375,0.0263713080168776,0.0450853524229075,0.0402597402597403,0.0427088639836984,0.0346764439068642,0,0.0103429796355841,0.0121314994086469
MTX2,0.0211387900355872,0.0100913461538462,0.0251713632901752,0.0430253623188406,0.0488856659415035,0.0148475909537856,0.0377912971746752,0.0461308037943085,0.0151916949326755,0.235577107881548,0.158351280210577,0.0107973143096937,0.00344669117647059,0.00598969289019773,0.000509461426491994,0.0176726579801205,0.0120424179208265,0.00818227593152064,0,0.0121618308132407,0.0151195499296765,0.0114950440528634,0.0241805813234385,0.0178744268976057,0.0178938615058966,0,0.0130225080385852,0.00779490998291647
MUC1,0,0.0101554487179487,0.00822543792840822,0.011231884057971,0.103949722020788,0.00698131760078663,0.0987316972571664,0.1587951406224,0.0193716380580395,1.15305075474209,1.67530110871819,0.00836340746957617,0.00735294117647059,0.0109328986116954,0.00342066957787482,0.012625534325591,0.0068270997864203,0.00331487076200067,0.00183615819209039,0.0147364119329792,0.0137130801687764,0.0123210352422907,0.112409812409812,0.0117613346917983,0.00942697308739038,0,0.00605573419078242,0.00753208638135704
MUC2,0.00903914590747331,0.00999519230769231,0.016031987814166,0.0052536231884058,2.04927241962775,0.394395280235988,1.00726954011136,0.0665584955899484,0.00844211464007949,0.672883987048892,0.138171013799155,0.00769198489299203,0.00758272058823529,0.00735696255784602,0.0223435225618632,0.00907194726270794,0.0232180996374112,0.021609600537093,0.0244350282485876,0.00697180220678381,0.0263713080168776,0.122453193832599,0.0245928674500103,0.0197847682119205,0.0200105836105231,0.0236111111111111,0.0253483386923901,0.0195343641859039
MUC4,0,0,0,0,0.0429876722262509,0,0.0160342338626521,0,0,0.0664291311225772,0.0336404243439419,0,0,0,0.00196506550218341,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSK,0.00619217081850534,0.012463141025641,0.00784463061690784,0.00625,0.00890500362581581,0,0.00799133842029284,0.0123897487102679,0.00737999794429027,0.0251068170729904,0.0224734785036293,0.0101258917331095,0.0080422794117647,0.00840870845603702,0,0.00984446618942164,0.00926091491580986,0.00398623699227929,0.013135593220339,0.011712300776461,0.0249648382559775,0.0123210352422907,0.00583384869099154,0.0335392256749873,0.025,0.00277777777777778,0.00953912111468382,0.0116934600727145
MUTYH,0.0268327402135231,0.00371314102564103,0.00479817212490479,0.00181159420289855,0.0119990331157844,0,0.00366054856671479,0.00365285405225495,0,0.0706131078224101,0.0396227167583951,0.00282417121275703,0.000689338235294117,0,0,0,0.0103039785426911,0.0368831822759315,0,0,0.00668073136427567,0,0.00418470418470418,0.00208227203260316,0,0.00277777777777778,0.0138263665594855,0.00875859652196767
MVB12A,0.044626334519573,0.0359567307692308,0.0472581873571973,0.0718297101449275,0.0352525985013295,0.0227138643067847,0.0303670859971128,0.0584872690963555,0.0542844417034981,0.159836780555597,0.17199090691553,0.0289257238774654,0.0282628676470588,0.0284970551114851,0.00342066957787482,0.0518179945408662,0.0386653752545572,0.0373867069486405,0.00466101694915254,0.021724560686555,0.0123066104078762,0.0263628854625551,0.053865182436611,0.0379966887417219,0.0393634714242516,0.00277777777777778,0.0542872454448017,0.0353475842130623
MVD,0.0510320284697509,0.0282964743589744,0.0291698400609292,0.0451992753623188,0.0265022963500121,0.00894788593903638,0.0221179624664879,0.0486686636711599,0.038044334806592,0.197995239432872,0.225313073303023,0.0264918170373479,0.0222886029411765,0.0320729911653344,0.00487627365356623,0.023955811917392,0.0291784632195897,0.0222809667673716,0.00466101694915254,0.0102002451982019,0.0165260196905767,0.00984306167400881,0.0351061636775922,0.0295911869587366,0.023790444511642,0,0.0398177920685959,0.0356980156818082
MVP,0.0816370106761566,0.0975592948717949,0.105902513328256,0.154619565217391,0.193531544597534,0.209537856440511,0.33290369148278,0.181178232651023,0.178483571453044,0.445603867591183,0.698312993539124,0.0729878304657994,0.0510110294117647,0.0333350862431637,0.0296215429403202,0.120469176494824,0.0925569959767546,0.062395099026519,0.0696327683615819,0.0668410298324479,0.0432489451476793,0.105107378854626,0.176314162028448,0.100655883851248,0.0934910795282734,0,0.105466237942122,0.0820425774234526
MX1,0.0609964412811388,0.0372067307692308,0.0318354912414318,0.0419384057971015,0.017897026831037,0.0158308751229105,0.0140750670241287,0.081993676152438,0.0910473841093637,0.17080678306894,0.554937385339395,0.0284221569450273,0.015625,0.0177692469499369,0.00633187772925764,0.0318870062316527,0.0276883723240451,0.0246307485733468,0.0244350282485876,0.0119983653453208,0.0348101265822785,0.00984306167400881,0.114471243042672,0.0290817626082527,0.0316525551859692,0,0.0390139335476956,0.0282075430373648
MX2,0,0.00175801282051282,0,0,0,0,0,0,0.00460478980367972,0,0.0179269362686448,0.000725975660931598,0.0078125,0.00620004206983593,0,0,0,0,0.00466101694915254,0,0.00246132208157525,0,0.000680272108843534,4.45746306673468e-05,0,0.00972222222222222,0.00819935691318328,0
MXI1,0.0595729537366548,0.0462772435897436,0.0476389946686976,0.0828804347826087,0.0413923132704859,0.111209439528024,0.287017941843679,0.0704276917956399,0.0975571315996848,0.169594464731885,0.178651192470288,0.0387452790600084,0.0323988970588235,0.0286022297013042,0.00633187772925764,0.0815342225884534,0.0433839964237819,0.0452752601544142,0.0244350282485876,0.0473477727829996,0.0207454289732771,0.0329708149779736,0.059018759018759,0.0420720835455935,0.036641971575446,0,0.0363344051446945,0.0416115467168952
MXRA8,0.0332384341637011,0.0806682692307692,0.0468773800456969,0.1125,0.0104520183708001,0.00993117010816126,0.00881625077335533,0.16977866533533,0.232377428307123,0.0616242108842532,0.11699369865199,0.0990893831305078,0.0346966911764706,0.0250262936474548,0,0.197669567904414,0.119477971489594,0.0336941926821081,0.0244350282485876,0.114409480997139,0.0530942334739803,0.0786756607929515,0.213419913419913,0.283666581762608,0.156236770486846,0,0.0403536977491961,0.0462547636777783
MYB,0.0197153024911032,0.0128157051282051,0.000228484386900228,0.00135869565217391,0.0820014503263234,0.0168141592920354,0.0183027428335739,0.0629389249459145,0.00868194744235447,0.346563373201851,0.141002632208662,0.0334578262694083,0.00551470588235294,0.00672591501893142,0,0.00309780089612195,0.0116947300451994,0.0135532057737496,0,0.00190437270126686,0.00246132208157525,0.0147990088105727,0.00975056689342403,0.00424732552215996,0.0101829452676142,0,0.0232047159699893,0.0137960488851899
MYBL2,0.0275444839857651,0.00541185897435897,0.00403655750190404,0.0088768115942029,0.00837321730722746,0,0.00324809239018354,0.045714761191546,0.00559838284167609,0.192214550776919,0.117671691792295,0.00290809903483005,0.00229779411764706,0.00115166175851914,0.00633187772925764,0.00237678323118916,0.00672776039338399,0.0125461564283317,0,0.00174090723334695,0.00105485232067511,0.00158314977973568,0.0157287157287157,0.0060303107488538,0.00262322346537647,0.00277777777777778,0.0111468381564845,0.00801392965088265
MYC,0.144270462633452,0.0347708333333333,0.0980959634424981,0.161594202898551,0.0487406333091612,0.00501474926253687,0.0134563827593318,0.190289565651523,0.0575050536197622,1.22085187539733,0.71929089893914,0.026911456147713,0.0209099264705882,0.00882940681531342,0.0150655021834061,0.0980146263583458,0.0359335419460587,0.0236236992279288,0.013135593220339,0.0189456477319166,0.0221518987341772,0.0271888766519824,0.115089672232529,0.0947975038206826,0.0485863320229816,0,0.0832261521972133,0.0505037452363222
MYCBP2,0.115800711743772,0.0465016025641026,0.0485910129474486,0.0776268115942029,0.0286777858351462,0.0177974434611603,0.0165498040833161,0.0354385089033117,0.054592798163566,0.155105782167093,0.121380713089256,0.0282543013008812,0.0147058823529412,0.00441207404291123,0,0.0577406396456713,0.0478045994138976,0.0529959718026183,0.0272598870056497,0.0258929301185125,0.0137130801687764,0.0186536343612335,0.0283034425891569,0.0448739174732552,0.0321061384941034,0.00277777777777778,0.112165058949625,0.066185553462701
MYCN,0.00120996441281139,0.0044823717948718,0.0107006854531607,0.0148550724637681,0.00421561518008218,0.00108161258603736,0.00273252216951949,0.00660675653186886,0.00518724089491897,0.0175224352814205,0.0197216239929808,0.00584557280738565,0.00712316176470588,0.00314997896508204,0,0.00438533244064479,0.00712511796552923,0.00767875125881168,0.0187853107344633,0.001659174499387,0,0,0.00933828076685219,0.000808711156393277,0.00413516782582401,0,0.00551982851018221,0.00450961496342371
MYCT1,0,0.000892628205128206,0.060967250571211,0.103532608695652,0,0,0,0,0,0,0,0.0012295425933697,0.000229779411764705,0,0.000509461426491994,0.00227378070762733,0,0,0.00748587570621469,0,0.00386779184247539,0,0,0.00246434029546612,0,0.00277777777777778,0,0
MYDGF,0.0545907473309609,0.0477195512820513,0.044973343488195,0.0955615942028985,0.0538167754411409,0.0364798426745329,0.0301608579088472,0.086112497919787,0.111638743276116,0.30834577684472,0.394013719390604,0.0407595467897608,0.0243566176470588,0.0167175010517459,0.00487627365356623,0.0487794200957923,0.062755178065862,0.0704514937898624,0.0272598870056497,0.023400081732734,0.0235583684950774,0.0271888766519824,0.0868480725623583,0.0537888436067244,0.034827638342909,0.00277777777777778,0.0491961414790997,0.0326317403302817
MYEF2,0.038220640569395,0.0148669871794872,0.0358339680121858,0.0314311594202899,0.0359777616630409,0.0128810226155359,0.00726954011136317,0.0298219337660176,0.00919587487580087,0.161980514200387,0.11061258674324,0.0117205203524969,0.00551470588235294,0.00378102650399663,0.00633187772925764,0.0265823762682186,0.0149729300153976,0.0106998992950655,0.0159604519774011,0.0275275847977115,0.00246132208157525,0.00433645374449339,0.0161410018552876,0.0188932755985736,0.00927577865134563,0.00277777777777778,0.0245444801714898,0.0197533838538701
MYH6,0.00548042704626334,0.00634134615384616,0.00727341964965727,0.00697463768115942,0.00218515832729031,0.0079646017699115,0.0037636626108476,0.0100183058745216,0.00542707369719396,0.0279454161060926,0.0241884023291058,0.00467058329836341,0,0.0106173748422381,0,0.00799042076530875,0.00225748770675011,0.000125881168177241,0.00748587570621469,0.00435635472006539,0.00808720112517581,0.00543777533039647,0.00583384869099154,0.0136716760061131,0.00851980647112186,0.00972222222222222,0.000964630225080384,0.00845196898681502
