,B cell,Conventional dendritic cell,Endothelial A,Endothelial B,Epithelial,Fibroblast,Lung cell,Macrophage,Malignancy,Monocyte,Myeloid,Neutrophil,NK cell,Plasma,Plasmablast,Plasmacytoid dendritic cell,T cell CD4,T cell CD8,T cell regulatory
EPC1,0.0540820274714645,0.0460573476702509,0.0731070496083551,0.0491262776129245,0.0483366843355876,0.0504944515739413,0.0485188303735456,0.041358024691358,0.0596098542944785,0.00655172413793103,0.0398338778884384,0.0165527950310559,0.0775616533518583,0.0375274002630425,0.030801393728223,0.0330188679245283,0.0918967158495954,0.0731699416972576,0.0774639423076923
EPCAM,0.0103598374927452,0.0379928315412186,0.0130548302872063,0.032558522914606,0.0366386401023579,0.0319242092549256,0.203984231475811,0.01986739826246,1.07791890337423,0.0203448275862069,0.0275912293823564,0.0221428571428571,0.0280653004515457,0.00940690173482808,0.009198606271777,0.0235849056603774,0.0205021418372204,0.0116281580652127,0.00895432692307692
EPHA2,0.00629715612304121,0.00931899641577061,0.109660574412533,0.0259643916913947,0.023112776457686,0.0130520117762512,0.0229523882424985,0.000663008687700046,0.322454946319018,0.0203448275862069,0.00570405070267291,0.000403726708074533,0.00218825981243487,0.00402079288532598,0.00292682926829268,0.0440251572327044,0.00431937172774869,0.00407039516303174,0.000540865384615383
EPHA3,0,0,0.010443864229765,0,0.000630597696947538,0.0194685589190005,0,0,0,0,0,0.00226708074534161,0,0.00546126385670445,0,0.00628930817610063,0,0,0.000540865384615383
EPHA4,0.0190655832849681,0.0021505376344086,0.0234986945169713,0.0137652489284537,0.00839883019557668,0.00950403865026044,0.0177472443355787,0,0.107155866564417,0.013448275862069,0.00719993701531315,0,0.019208058353595,0.0126009895409282,0.0154703832752613,0.0141509433962264,0.026451689671585,0.029766789030447,0.00534855769230769
EPHA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234375
EPHA7,0.000299864577287676,0.0102150537634409,0.00783289817232376,0.00189581272667326,0.00392067263754341,0.00671095342341662,0.00381582976117575,0.000205761316872426,0.019253259202454,0,0.00283037436523246,0.00350931677018634,0.00896144494616186,0.000701446733888646,0,0,0.0102689195621133,0,0
EPHB1,0.011133681563165,0.0155913978494624,0.031331592689295,0.013930102209034,0.00821604825443246,0.00859817317128406,0.00458129210042866,0.0166666666666667,0.0134058665644172,0.0272413793103448,0.0099948824941936,0.0109627329192547,0.00844043070510594,0.0085927224901359,0.0112891986062718,0.0314465408805031,0.00527129938124702,0.00493413949470957,0.01015625
EPHB2,0.0126813697040046,0.00304659498207885,0.0182767624020888,0.0045334652159578,0.00693657466642296,0.0215067562466974,0.0139199326393141,0.0148376771833562,0.125752492331288,0,0.0111364799433138,0.00475155279503106,0.00340395970823202,0.0156071898290224,0.00571428571428571,0.0125786163522013,0.0100309376487387,0.0111962858993738,0.00294471153846153
EPHB3,0.000106403559682722,0.00842293906810036,0.010443864229765,0,0.00227563516724547,0.0153166754736922,0,0.00432098765432099,0,0.00655172413793103,0,0,0.000625217089267105,0,0,0,0,0,0
EPHB4,0.01132714258077,0.00842293906810036,0.180156657963446,0.155703923508078,0.0296015353683056,0.0267154827508115,0.0374196264543784,0.0184956561499771,0.140035467791411,0,0.00818407274731331,0.0295962732919255,0.0199027440083362,0.00846746414479865,0.000836236933797908,0.0141509433962264,0.00812708234174202,0.00191103433383719,0.00534855769230769
EPHB6,0.0107467595279551,0.0155913978494624,0.00783289817232376,0.00914935707220574,0.0306068360445988,0.0120706575073602,0.0192781690140845,0.0120941929583905,0.0226083205521472,0.013448275862069,0.0116875959532339,0.00475155279503106,0.0139979159430358,0.00997056428884574,0.00571428571428571,0.0172955974842767,0.0197881960970966,0.00752537248974304,0.0269831730769231
EPHX2,0.0107467595279551,0.0111111111111111,0.02088772845953,0.0196999670293439,0.0226558216048254,0.0159205857930097,0.0292291794243723,0.00889346136259716,0.0464771855828221,0,0.00672755186395308,0,0.00670371656825286,0.00934427256215946,0.00850174216027874,0,0.0205021418372204,0.00730943640682358,0.0347956730769231
EPM2AIP1,0.060272780034823,0.0523297491039426,0.031331592689295,0.0375865479723047,0.0348108206909157,0.0461915905488035,0.0400221984078383,0.0367855509830819,0.0585554064417178,0.00655172413793103,0.0383773570050781,0.0221428571428571,0.059326154914901,0.0558151186822822,0.0635540069686411,0.029874213836478,0.0771418372203712,0.0742496221118549,0.06484375
EPN2,0.00610369510543625,0.00752688172043011,0.0234986945169713,0.0437685459940653,0.0204624383110949,0.0323016532044991,0.0165990508266993,0.00569272976680384,0.0609518788343558,0,0,0.00102484472049689,0.00479333101771448,0.0139162021669694,0.01198606271777,0.00157232704402516,0.00360542598762494,0.0109803498164543,0.00114182692307692
EPO,0.00300831882375701,0.00304659498207885,0.00783289817232376,0.00832509066930432,0.00602266496070188,0.00301200271759644,0.00534675443968156,0.00569272976680384,0.0106259585889571,0,0.00298783608235248,0.0140683229813665,0.00809308787773532,0.000889334251894532,0,0.00471698113207547,0.00622322703474536,0.00558194774346793,0.00775240384615384
EPOR,0.0138421358096344,0.0164874551971326,0.0130548302872063,0.0230794592812397,0.0230213854871139,0.015845097003095,0.0283106246172688,0.0107224508459076,0.0301811733128834,0,0.0104279022162737,0.0190372670807453,0.0157346300798888,0.0092190142168222,0.00501742160278746,0.0172955974842767,0.0202641599238458,0.00925286115309868,0.0173677884615385
EPS15,0.0900657767459857,0.0496415770609319,0.0783289817232376,0.0598417408506429,0.0645128861268507,0.0615158149014871,0.0482891916717698,0.0706218564243256,0.0609518788343558,0.0203448275862069,0.0694760461362831,0.0146894409937888,0.0921500521014241,0.0813678211310829,0.150662020905923,0.0581761006289308,0.107603522132318,0.102105376808465,0.0822716346153846
EPS15L1,0.0523408783130199,0.0541218637992831,0.0339425587467363,0.0478074513682822,0.051169804423323,0.0529855816411263,0.0422420391916718,0.0482167352537723,0.147224884969325,0.0203448275862069,0.0484942723300398,0.0314596273291925,0.0534213268496006,0.0360869292916641,0.0314982578397213,0.0314465408805031,0.0542955735364112,0.061509393219607,0.0474158653846154
ERAP1,0.092774230992455,0.0962365591397849,0.0757180156657963,0.0672601384767557,0.0598519466276732,0.0947308824639541,0.0626798836497244,0.122290809327846,0.145499424846626,0.0410344827586207,0.106637011376609,0.0202795031055901,0.105349079541507,0.0722865910941316,0.0628571428571429,0.0534591194968553,0.114504997620181,0.154145972792054,0.0786658653846154
ERAP2,0.149458309150706,0.0926523297491039,0.0783289817232376,0.0839927464556545,0.0434015719246938,0.0637804785989281,0.051504133496632,0.104915409236397,0.153072277607362,0.0341379310344828,0.0899067039326064,0.0333229813664596,0.142688433483849,0.0908874553767145,0.0844599303135888,0.0487421383647799,0.207079961922894,0.229939537896783,0.110516826923077
ERBB2,0.0180982781969433,0.0209677419354839,0.0287206266318538,0.0712166172106825,0.0800493511241089,0.0775949271533177,0.154535364360073,0.0468449931412894,0.716914302147239,0,0.0327087351887572,0.0134472049689441,0.0433483848558527,0.0370889960543621,0.0175609756097561,0.0267295597484277,0.0269276534983341,0.0211293457136688,0.0293870192307692
ERBB3,0.0124879086863997,0.00931899641577061,0.0052219321148825,0.0144246620507748,0.019731310546518,0.0116932135577867,0.147033833435395,0.00523548239597622,0.228321510736196,0.0203448275862069,0.0181435263551549,0.00599378881987578,0.0112191733240709,0.00596229723805348,0.00153310104529616,0,0.013838648262732,0.00687756424098467,0.00955528846153846
ERBIN,0.0894853936931708,0.0944444444444444,0.0861618798955613,0.0669304319155951,0.0479711204532992,0.0837850079263229,0.0737025413349663,0.085711019661637,0.231388995398773,0.0617241379310345,0.126516553163012,0.0333229813664596,0.0869399096908649,0.066649965553955,0.0621602787456446,0.0267295597484277,0.0968943360304617,0.0949794860721226,0.0918870192307692
ERC1,0.0546624105242794,0.0612903225806452,0.0913838120104439,0.066271018793274,0.0518095412173277,0.0564580659772024,0.0569389161053276,0.050960219478738,0.11501629601227,0.0341379310344828,0.0496752352084399,0.00661490683229814,0.035012156998958,0.0521826266675017,0.0635540069686411,0.0157232704402516,0.0473940980485483,0.0282552364500108,0.02578125
ERC2,0,0,0.00261096605744125,0,0,0,0,0,0,0,0,0,0,0,0,0.00628930817610063,0,0,0
ERCC1,0.0821338750241826,0.0935483870967742,0.0443864229765013,0.0630563798219585,0.0700877353317492,0.0915603532875368,0.0632922535211268,0.0861682670324646,0.187102185582822,0.0962068965517241,0.0838050623942054,0.0140683229813665,0.0709621396318166,0.0560030062002881,0.0475261324041812,0.0691823899371069,0.0697643979057592,0.0764089829410494,0.0666466346153846
ERCC2,0.0179048171793384,0.0388888888888889,0.0182767624020888,0.0176393010220903,0.0174465362822153,0.0178832943307919,0.0275451622780159,0.0125514403292181,0.0866420628834356,0,0.0193638546628351,0.0109627329192547,0.0218131295588746,0.0114110352602242,0.0126829268292683,0.0408805031446541,0.0145525940028558,0.0239365147916217,0.0161658653846154
ERCC3,0.027577868059586,0.0245519713261649,0.0130548302872063,0.0253874052093637,0.0204624383110949,0.0261870612214086,0.0206560012247397,0.0216963877457705,0.0521328604294478,0.0203448275862069,0.0209778372633154,0.00288819875776397,0.0299756860020841,0.0160455940377028,0.009198606271777,0.0125786163522013,0.0312113279390766,0.0282552364500108,0.0371995192307692
ERCC6,0.0366705358870188,0.0577060931899642,0.0417754569190601,0.0285196175403891,0.0273167611040029,0.0310183437759493,0.033362676056338,0.0267261088248743,0.054912768404908,0.00655172413793103,0.0276699602409164,0.0146894409937888,0.0416116707189997,0.0205548944698441,0.0203484320557491,0.0220125786163522,0.04073060447406,0.0330058302742388,0.0353966346153846
ERCC6L2,0.00765138324627588,0.00842293906810036,0.02088772845953,0.00840751730959446,0.0098610857247304,0.0102589265494074,0.00144289650949173,0,0.0114886886503067,0,0.000822737471952131,0.00413043478260869,0.0075720736366794,0.00439656792133776,0,0,0.0114588291289862,0.00752537248974304,0.0137620192307692
ERCC8,0.0360901528342039,0.0388888888888889,0.0339425587467363,0.0381635344543356,0.0385578504843721,0.0312448101456934,0.0282340783833435,0.035413808870599,0.0738928297546012,0.0272413793103448,0.024835649332756,0.0196583850931677,0.0381382424452935,0.0197407152251519,0.0182578397212544,0.0424528301886792,0.0314493098524512,0.0280393003670913,0.0323918269230769
ERG,0.0289320951828207,0.0120071684587814,0.224543080939948,0.189663699307616,0.0529976238347651,0.0347172944817695,0.0381850887936314,0.0331275720164609,0.0335362346625767,0.0272413793103448,0.0175530449159548,0.0370496894409938,0.0365751997221257,0.029009832780109,0.0196515679442509,0.020440251572327,0.0226439790575916,0.0181062405527964,0.0119591346153846
ERG28,0.0231282646546721,0.0245519713261649,0.0469973890339426,0.0274480712166172,0.0291445805154451,0.0274703706499585,0.0645935394978567,0.0207818930041152,0.126615222392638,0.013448275862069,0.0161752548911546,0.0128260869565217,0.03049670024314,0.0191144234984656,0.00571428571428571,0.0110062893081761,0.0335911470728225,0.0286871086158497,0.0353966346153846
ERLEC1,0.106509963242407,0.0577060931899642,0.0574412532637076,0.0682492581602374,0.0592122098336684,0.0990337434890919,0.0956713104715248,0.0806812985825332,0.234168903374233,0.0272413793103448,0.0763649962602842,0.0122049689440994,0.066099340048628,0.207816120749045,0.243344947735192,0.0361635220125786,0.0792836744407425,0.0701468365363852,0.0708533653846154
ERMP1,0.0256432578835365,0.00752688172043011,0.0365535248041775,0.0323112429937356,0.0133339426064705,0.0169774288518155,0.0206560012247397,0.0194101508916324,0.0317149156441718,0.013448275862069,0.0170412943353147,0.00599378881987578,0.0384855852726641,0.0120999561595791,0.00501742160278746,0,0.0283555449785816,0.0347333189375945,0.0107572115384615
ERN1,0.0713000580383053,0.0191756272401434,0.0261096605744125,0.0328882294757666,0.0188174008407969,0.0299615007171435,0.0359652480097979,0.0184956561499771,0.0638276457055215,0.013448275862069,0.0231429358737157,0.0227639751552795,0.101701979854116,0.159027995240183,0.30397212543554,0.0786163522012579,0.171382674916706,0.125642409846685,0.0462139423076923
ERO1A,0.0505997291545753,0.0648745519713262,0.0835509138381201,0.0443455324760963,0.0288704076037288,0.0482297878765003,0.0610724127372933,0.0564471879286694,0.476596050613497,0.00655172413793103,0.11486438609613,0.0240062111801242,0.0522056269538034,0.0415982964865034,0.0461324041811847,0.0157232704402516,0.0583412660637792,0.0634528179658821,0.0510216346153846
ERO1B,0.0320274714644999,0.0406810035842294,0.0261096605744125,0.022090339597758,0.0246664229574118,0.0182607382803654,0.0191250765462339,0.0253543667123914,0.106964148773006,0,0.0327481006180372,0.0159316770186335,0.032754428621049,0.0318907747228659,0.0468292682926829,0.0267295597484277,0.039540694907187,0.0349492550205139,0.0311899038461538
ERP29,0.167837105823177,0.138351254480287,0.0887728459530026,0.0870425321463897,0.0659751416560044,0.0923152411866838,0.153004439681568,0.149725651577503,0.153263995398773,0,0.179817344408141,0.0190372670807453,0.101875651267801,0.101346527212376,0.109547038327526,0.0786163522012579,0.144014754878629,0.134063917080544,0.115925480769231
ERP44,0.0902592377635906,0.108781362007168,0.0783289817232376,0.0749258160237389,0.0600347285688174,0.0723862006492036,0.0771471218616044,0.109487882944673,0.153168136503067,0.0479310344827586,0.151434869897256,0.0202795031055901,0.0692254254949635,0.060574935805098,0.0754006968641115,0.0393081761006289,0.0683365064255117,0.0852623623407471,0.0714543269230769
ERRFI1,0.0138421358096344,0.0200716845878136,0.0365535248041775,0.150098911968348,0.0637817583622738,0.0545708462293349,0.0978911512553582,0.0418152720621856,0.844119056748466,0.0548275862068966,0.0218045112781955,0.0190372670807453,0.0209447724904481,0.0104715976701948,0.0105923344947735,0.0157232704402516,0.00622322703474536,0.00730943640682358,0.0161658653846154
ESAM,0.00262139678854711,0.00663082437275985,0.182767624020888,0.204582921200132,0.0308810089563151,0.00331395787725523,0.0453804347826087,0,0.0226083205521472,0.0203448275862069,0,0.0196583850931677,0.016950329975686,0.00214191770526711,0,0,0.00146358876725369,0.00147916216799827,0.000540865384615383
ESCO1,0.019452505320178,0.0155913978494624,0.0234986945169713,0.00816023738872404,0.00757631146042771,0.0172038952215596,0.0123890079608083,0.0120941929583905,0.0761934432515337,0.00655172413793103,0.0201905286777152,0.00226708074534161,0.0164293157346301,0.0188012776351224,0.0175609756097561,0.00157232704402516,0.0343050928129462,0.0163787518894407,0.0143629807692308
ESR1,0.0217740375314374,0.0487455197132616,0.0052219321148825,0.0353610286844708,0.047788338512155,0.0310183437759493,0.0391036436007348,0.0230681298582533,0.0272095475460123,0.013448275862069,0.0285359996850766,0.0364285714285714,0.0280653004515457,0.048925909688733,0.0600696864111498,0.0235849056603774,0.0147905759162304,0.01270783847981,0.0161658653846154
ESRRB,0.00378216289417682,0.00752688172043011,0.00783289817232376,0.0128585558852621,0.00419484554925973,0.00474824488563448,0.00848515003061849,0.00340649291266575,0.0154189033742331,0.0272413793103448,0.00881391961579341,0.00909937888198758,0.010177144841959,0.00784117241811236,0.00710801393728223,0,0.00384340790099952,0.00903692507017923,0
ESYT1,0.0415070613271426,0.0344086021505376,0.138381201044386,0.0556379821958457,0.0499817218058856,0.0332830074733902,0.0350466932026944,0.0404435299497028,0.0567340874233129,0.0410344827586207,0.0402275321812384,0.0351863354037267,0.0624522403612365,0.0218701070958853,0.0175609756097561,0.0251572327044025,0.0602451213707758,0.0589181602245735,0.0384014423076923
ESYT2,0.166095956664732,0.14820788530466,0.2088772845953,0.365150016485328,0.135523670261378,0.228421529402884,0.152545162278016,0.175788751714678,1.34325632668712,0.0341379310344828,0.179699248120301,0.049472049689441,0.225356026398055,0.135354167971441,0.0970034843205575,0.0628930817610063,0.3034626368396,0.176603325415677,0.241526442307692
ETF1,0.0598858579996131,0.0711469534050179,0.101827676240209,0.0671777118364655,0.0570188265399379,0.0662716086661131,0.0790607777097367,0.0774805669867398,0.232443443251534,0.0686206896551724,0.0973467700665276,0.0196583850931677,0.0647099687391455,0.0447297551199349,0.030801393728223,0.0408805031446541,0.0552475011899096,0.0634528179658821,0.0564302884615385
ETFA,0.0492455020313407,0.0648745519713262,0.0652741514360313,0.0474777448071217,0.0510784134527509,0.0448327923303389,0.0616847826086956,0.0463877457704618,0.220461081288344,0.0203448275862069,0.0612880368460418,0.0122049689440994,0.048037513025356,0.0350222333562974,0.0412543554006969,0.00943396226415094,0.0488219895287958,0.0554631828978622,0.0371995192307692
ETFB,0.139398336235249,0.0962365591397849,0.159268929503916,0.119024068578965,0.104633522208006,0.12069902619461,0.188139161053276,0.152926383173297,0.314882093558282,0.0617241379310345,0.191902531197103,0.0569254658385093,0.137999305314345,0.106419490198534,0.100487804878049,0.0408805031446541,0.116646834840552,0.133847980997625,0.11953125
ETFDH,0.0293190172180306,0.0397849462365591,0.0391644908616188,0.0234915924826904,0.0252147687808445,0.0277723258096173,0.0206560012247397,0.0166666666666667,0.11415356595092,0,0.0202692595362752,0.018416149068323,0.0232025008683571,0.0228721738585833,0.0189547038327526,0,0.0214540694907187,0.0280393003670913,0.0209735576923077
ETNK1,0.109411878506481,0.111469534050179,0.0835509138381201,0.0783877349159248,0.0657923597148602,0.0958632143126746,0.109832363747704,0.119547325102881,0.299640529141104,0.0203448275862069,0.149033578711176,0.0240062111801242,0.116811392844738,0.0873175925346026,0.098397212543554,0.0628930817610063,0.126880057115659,0.132552364500108,0.0948918269230769
ETS1,0.204014316115303,0.0478494623655914,0.198433420365535,0.162462908011869,0.0594863827453848,0.075783196195365,0.0687270361298224,0.0527892089620485,0.0580761119631902,0,0.0888832027713262,0.0246273291925466,0.321222646752345,0.0654600112732511,0.0342857142857143,0.0345911949685535,0.402939076630176,0.423634204275534,0.396574519230769
ETS2,0.0426678274327723,0.180465949820789,0.148825065274151,0.155374216946917,0.0827910802412722,0.114810900581264,0.0582402020820576,0.145610425240055,0.120959547546012,0.103103448275862,0.0793961343148447,0.0488509316770186,0.0445640847516499,0.0237489822759441,0.0140766550522648,0.0424528301886792,0.019550214183722,0.0228568343770244,0.0209735576923077
ETV1,0.0382182240278584,0.0344086021505376,0.0182767624020888,0.0526706231454006,0.113864010235789,0.091258398127878,0.137542100428659,0.0683356195701875,0.163137461656442,0.0203448275862069,0.0287721922607566,0.027111801242236,0.0664466828759986,0.0492390555520762,0.0440418118466899,0.0172955974842767,0.033829128986197,0.066259987043835,0.0486177884615385
ETV4,0.00320177984136196,0.0129032258064516,0.00783289817232376,0.00239037256841411,0.00602266496070188,0.0113912583981279,0.00542330067360686,0.00112025605852766,0.0806029524539877,0.00655172413793103,0.0012557571940322,0.00226708074534161,0,0.00201665935992985,0.00571428571428571,0.0141509433962264,0.00336744407425036,0.00169509825091773,0.00354567307692307
ETV5,0.0128748307216096,0.0281362007168459,0.02088772845953,0.0196175403890537,0.0523578870407604,0.0369819581792104,0.077836037966932,0.0381572930955647,0.146937308282209,0,0.0282604416801165,0.0072360248447205,0.0162556443209448,0.0124131020229223,0.0043205574912892,0.0157232704402516,0.00765111851499286,0.00601381990930685,0.00955528846153846
ETV6,0.0726542851615399,0.237813620071685,0.0391644908616188,0.045334652159578,0.0348108206909157,0.0748018419264739,0.0397925597060625,0.0838820301783265,0.166971817484663,0.0824137931034483,0.107857339684289,0.0345652173913043,0.0556790552275096,0.0430387674578819,0.0384668989547038,0.0911949685534591,0.077855782960495,0.0485532282444396,0.0792668269230769
ETV7,0.0227413426194622,0.0137992831541219,0.0130548302872063,0.0145895153313551,0.0140650703710473,0.0202234468181475,0.023870943049602,0.0111796982167353,0.0175277990797546,0.0410344827586207,0.0138920599929142,0.0264906832298137,0.0195554011809656,0.0424751049038642,0.0823693379790941,0,0.0202641599238458,0.0165946879723602,0.04921875
EVI5,0.0293190172180306,0.0379928315412186,0.0261096605744125,0.0277777777777778,0.0370955949552184,0.0346418056918548,0.039945652173913,0.0326703246456333,0.152497124233129,0,0.0332598511986773,0.00847826086956522,0.00878777353247655,0.0397194213064445,0.0565853658536585,0.00314465408805031,0.00979295573536411,0.00299071474843446,0.0119591346153846
EVL,0.179251305861869,0.0980286738351254,0.0913838120104439,0.0751730959446093,0.0670718333028697,0.185694874311165,0.111363288426209,0.130978509373571,0.205698811349693,0.0410344827586207,0.131397866393733,0.00475155279503106,0.342584230635637,0.0738523204108474,0.0287108013937282,0.0188679245283019,0.336780104712042,0.388868494925502,0.263161057692308
EWSR1,0.096836912362159,0.112365591397849,0.10443864229765,0.0918232772832179,0.073286419301773,0.0908054653883898,0.0863326699326393,0.101257430269776,0.297244056748466,0.0479310344827586,0.0946699208754871,0.0209006211180124,0.109864536297325,0.0630174735391745,0.0607665505226481,0.059748427672956,0.144728700618753,0.115061541783632,0.105709134615385
EXO1,0.000686786612497582,0.00125448028673835,0.00783289817232376,0,0.00437762749040395,0,0.00664804041641151,0,0.00765433282208589,0,0.00019289060347203,0.00785714285714286,0.00305661688086141,0.002329805223273,0.00222996515679443,0.00157232704402516,3.56972870061874e-05,0.00191103433383719,0.00174278846153846
EXOC4,0.103414586960727,0.0854838709677419,0.143603133159269,0.102209033959776,0.0655181868031438,0.0957122367328452,0.0984269748928353,0.087997256515775,0.28602856595092,0.0272413793103448,0.100377908121088,0.018416149068323,0.0911080236193123,0.10435272750047,0.098397212543554,0.0581761006289308,0.114742979533555,0.0958432304038005,0.115925480769231
EXOC6,0.03164054942929,0.0603942652329749,0.0469973890339426,0.0875370919881306,0.0211021751050996,0.0165244961123273,0.0293057256582976,0.0175811614083219,0.0568299463190184,0.00655172413793103,0.031134118017557,0.0308385093167702,0.0358805140673845,0.0146677522389929,0.00501742160278746,0.0235849056603774,0.0473940980485483,0.0412114014251781,0.0402043269230769
EXOC7,0.0608531630876378,0.0639784946236559,0.0757180156657963,0.0779756017144741,0.0703619082434655,0.0793311693213558,0.0812040722596448,0.0596479195244627,0.221898964723926,0,0.0608550171239617,0.027111801242236,0.0732198680097256,0.0480491012713722,0.0426480836236934,0.0235849056603774,0.0595311756306521,0.0682034117901101,0.0738581730769231
EXOG,0.0225478816018572,0.0227598566308244,0.031331592689295,0.013930102209034,0.0190001827819411,0.0206763795576357,0.0188188916105328,0.0216963877457705,0.0301811733128834,0,0.0113726725189938,0.00909937888198758,0.0226814866273011,0.0243126448299618,0.0238327526132404,0.00943396226415094,0.0354950023798191,0.0265277477866551,0.0239783653846154
EXOSC1,0.114054942929,0.130286738351254,0.101827676240209,0.0804484009231784,0.0749314567720709,0.112168792934249,0.125294703000612,0.091655235482396,0.33846338190184,0.0341379310344828,0.125296224855332,0.0308385093167702,0.0930184091698506,0.0953967558088558,0.113728222996516,0.020440251572327,0.124024274155164,0.122619304685813,0.105709134615385
EXOSC3,0.0225478816018572,0.0191756272401434,0.0261096605744125,0.0217606330365974,0.0180862730762201,0.0195440477089152,0.0171348744641764,0.0130086877000457,0.0210745782208589,0.00655172413793103,0.0164114474668346,0.00972049689440994,0.0280653004515457,0.0148556397569988,0.0189547038327526,0.0110062893081761,0.0409685863874346,0.0271755560354135,0.0359975961538462
EXOSC4,0.0358966918165989,0.0245519713261649,0.0339425587467363,0.0281899109792285,0.0239352951928349,0.0319242092549256,0.0310662890385793,0.0340420667581161,0.119905099693252,0.0479310344827586,0.043731055387159,0.0507142857142857,0.0397012851684613,0.0288845744347717,0.0259233449477352,0.00628930817610063,0.0371608757734412,0.0373245519326279,0.0341947115384615
EXOSC5,0.0227413426194622,0.0129032258064516,0.0287206266318538,0.0106330365974283,0.0101352586364467,0.0187891598097682,0.0122359154929577,0.0280978509373571,0.0556796395705521,0.0203448275862069,0.0256623233476361,0.0209006211180124,0.0183397012851685,0.0126009895409282,0.0112891986062718,0.00628930817610063,0.0228819609709662,0.0194018570503131,0.00594951923076923
EXT1,0.0184852002321532,0.0281362007168459,0.0469973890339426,0.0487141444114738,0.106918296472309,0.081520344228882,0.0591587568891611,0.0518747142203932,0.153743289877301,0.0203448275862069,0.0337716017793174,0.0153105590062112,0.025981243487322,0.0385920961984092,0.0168641114982578,0.0377358490566038,0.0240718705378391,0.0202656013819909,0.0371995192307692
EXTL3,0.00204101373573225,0.0137992831541219,0.0234986945169713,0.00890207715133531,0.0114147322244562,0.00723937495281951,0.00343309859154929,0.00432098765432099,0.0380416027607362,0,0.00180687320395229,0.0103416149068323,0.00722473080930879,0.000388300870545501,0,0.00628930817610063,0.00217753450737744,0.0062297559922263,0.00114182692307692
EYA1,0.00165409170052234,0.0191756272401434,0,0.00362677217276624,0.00428623651983184,0.00459726730580509,0.00695422535211267,0.00386374028349337,0.0582678297546012,0,0.00672755186395308,0.0165527950310559,0.00653004515456756,0.00502285964802405,0.00153310104529616,0,0.00384340790099952,0.00666162815806521,0.00534855769230769
EYA4,0,0.000358422939068098,0,0.00263765248928454,0.00410345457868763,0.00338944666716992,0.00626530924678505,0,0.0195408358895705,0,0.00456245325355273,0.00288819875776397,0.00461965960402918,0.000764075906557273,0,0.0141509433962264,0.00431937172774869,0,0.000540865384615383
EZH2,0.0177113561617334,0.0272401433691756,0.0443864229765013,0.00989119683481701,0.00574849204898556,0.0128255454065071,0.018359614206981,0.01986739826246,0.0715922162576687,0,0.0211352989804354,0.00785714285714286,0.0265022577283779,0.0096574184255026,0.00710801393728223,0,0.0197881960970966,0.0334377024400777,0.0438100961538462
F10,0,0.0111111111111111,0.0052219321148825,0.0159083415759974,0.0458691281301407,0.0179587831207066,0.00641840171463564,0.00660722450845908,0.0129265720858896,0,0.00318466322875251,0.0072360248447205,0.00861410211879125,0.00558652220204171,0.00780487804878049,0,0.00289148024750119,0.00666162815806521,0.00234375
F11R,0.0244824917779068,0.0818996415770609,0.101827676240209,0.0984998351467194,0.040111496984098,0.0151656978938628,0.151626607470912,0.0326703246456333,0.397224884969325,0.00655172413793103,0.0490060229106798,0.0327018633540373,0.028238971865231,0.0192396818438028,0.01198606271777,0.0172955974842767,0.0283555449785816,0.0228568343770244,0.0167668269230769
F13A1,0.181185916037918,0.201971326164875,0.0234986945169713,0.0479723046488625,0.0757539755072199,0.0397750434060542,0.0303008266993264,0.350914494741655,0.00362825920245399,0.0479310344827586,0.126910207455812,0.0159316770186335,0.0636679402570337,0.036775850191019,0.0154703832752613,0.389937106918239,0.0345430747263208,0.0286871086158497,0.0281850961538462
F2,0.0059102340878313,0.00931899641577061,0.010443864229765,0.00692383778437191,0.0105922134893073,0.012599079036763,0.00726041028781384,0.00614997713763146,0.0215538726993865,0,0.00853836161083337,0.0134472049689441,0.00653004515456756,0.00458445543934365,0.00850174216027874,0.0283018867924528,0.0124107567824845,0.00990066940185705,0.00414663461538461
F2R,0.0585316308763784,0.0514336917562724,0.180156657963446,0.106247939333993,0.169338329373058,0.187431116479203,0.0539536129822413,0.105372656607225,0.0628690567484663,0.0203448275862069,0.0320788883202771,0.0252484472049689,0.117506078499479,0.0672136281079727,0.0510104529616725,0.0487421383647799,0.0697643979057592,0.173580220254805,0.0618389423076923
F2RL1,0,0.00304659498207885,0,0,0.00236702613781758,0.001124782969729,0.00220835884874464,0,0.021458013803681,0,0,0.0159316770186335,0.00184091698506426,0.00477234295734953,0.00222996515679443,0.00471698113207547,0.00027367920038077,0,0
F2RL3,0.101479976784678,0.110573476702509,0.328981723237598,0.275799538410814,0.109477243648328,0.142590775269872,0.221896050214329,0.132807498856882,0.335012461656442,0.103103448275862,0.180958941857261,0.129596273291925,0.12375824939215,0.122577816747041,0.115121951219512,0.059748427672956,0.0980842455973346,0.114413733534874,0.114723557692308
F3,0.0095859934223254,0.0120071684587814,0.0339425587467363,0.0254698318496538,0.0783129226832389,0.212568883520797,0.130117115737906,0.0623914037494284,0.10945648006135,0.013448275862069,0.0087745541865134,0.0072360248447205,0.0143452587704064,0.0337070207302562,0.00292682926829268,0.00786163522012578,0.00812708234174202,0.0105484776506154,0.00955528846153846
