,B cell,Endothelial,Fibroblast,Glomerular endothelium,Macrophage,Malignancy A,Malignancy B,Mast cell,Mesangial cell,Monocyte,Myofibroblast A,Myofibroblast B,Neutrophil,NK cell,Pelvic epithelium,Plasma,Plasmablast,Podocyte,Principal cell,Smooth muscle,T cell,Transitional urothelium,Tubule,Type A intercalated cell
AP1B1,0.0944104495175335,0.077568283734203,0.0696492890995261,0.0401129943502825,0.166391184573003,0.160324356878603,0.128504473796336,0.0373493975903614,0.0246023329798515,0.100161216029479,0.0287014925373134,0.0633298208640674,0.0165871121718377,0.0483566301473366,0,0.0324435318275154,0.04713199723566,0.0485344827586207,0,0.0205837173579109,0.0374181195203064,0,0.11208904996117,0.0757142857142857
AP1G1,0.0327488820899035,0.0411842641663269,0.0520189573459716,0.00621468926553672,0.028099173553719,0.179940634947948,0.0594801874733703,0.00120481927710843,0.0125839519264758,0.022316904652234,0.0252189054726368,0.0183702142606252,0.014200477326969,0.0306006800151114,0,0.0416837782340862,0.0993089149965446,0.0381896551724138,0,0.0182795698924731,0.0341932883200645,0,0.0846492363448097,0.132857142857143
AP1G2,0.132537067545305,0.107735426008969,0.0626350710900474,0.0514124293785311,0.0680440771349862,0.275354899767702,0.270813804857265,0.0855421686746988,0.0447507953340403,0.0840396130815293,0.0465124378109453,0.0568317527221637,0.0189737470167064,0.0816018133736305,0,0.101232032854209,0.0823773324118867,0.0968103448275862,0.19,0.0351766513056836,0.129527360677215,0.0380952380952381,0.188972301320217,0.132857142857143
AP1M1,0.0252176982819487,0.0370057072971871,0.051260663507109,0.0231638418079096,0.0159779614325069,0.231820528262927,0.158755858542821,0.0373493975903614,0.0101095793566631,0.0283049286043298,0.0240248756218905,0.0141552511415525,0,0.0204004533434076,0,0.0232032854209446,0.0139599170697996,0.0347413793103448,0,0.0201996927803379,0.0244180187443313,0,0.0388299249288118,0.0185714285714286
AP1S1,0.0631089668157213,0.104474113330616,0.117421800947867,0.0288135593220339,0.0460055096418733,0.277763916372709,0.227780144865786,0.0373493975903614,0.0511134676564157,0.0582450483648088,0.0549701492537314,0.0457674745345978,0.014200477326969,0.061956932376275,0,0.0550308008213552,0.0498963372494817,0.10198275862069,0,0.0470814132104455,0.0551546911216366,0,0.182500647165415,0.0471428571428571
AP1S3,0.0214521063779713,0.0249796167957603,0.0211184834123223,0,0.00771349862258953,0.227002495052912,0.0918619514273541,0.0373493975903614,0.0101095793566631,0.00803777061262091,0.00740796019900498,0.0106427818756586,0.0094272076372315,0.0241783150736683,0,0.0190965092402464,0.0181064270905321,0.0330172413793103,0,0,0.0165574926937418,0,0.0528086979031841,0
AP2A1,0.0492233466698047,0.113340807174888,0.177137440758294,0.0457627118644068,0.0674931129476584,0.321384324184806,0.255048998721772,0.0493975903614458,0.079745493107105,0.097858129894058,0.109995024875622,0.0577098700386372,0.0476133651551313,0.0544012089157537,0,0.0416837782340862,0.0654457498272287,0.112327586206897,0,0.0678187403993856,0.0513252040713494,0.0380952380952381,0.118560704115972,0.0757142857142857
AP2A2,0.0522828900917863,0.117927028128822,0.130691943127962,0.0288135593220339,0.225068870523416,0.442007227049815,0.301065189603749,0.0253012048192771,0.0507599858607282,0.0729847996315062,0.0641243781094527,0.0589392342817,0.0189737470167064,0.0464676992822063,0,0.0581108829568788,0.0561161022805805,0.0726724137931034,0,0.041321044546851,0.0501158923712587,0,0.229614289412374,0.0185714285714286
AP2B1,0.0334549305718993,0.0848043212392988,0.0937251184834123,0.0175141242937853,0.0292011019283747,0.293680633227222,0.164720920323818,0.0132530120481928,0.0458112407211029,0.0306080147397513,0.0370597014925373,0.0215314365999297,0.0213603818615752,0.0313562523611636,0,0.0406570841889117,0.0340013821700069,0.0416379310344828,0,0.0367127496159754,0.0449763176458732,0,0.170075071188196,0.0471428571428571
AP2M1,0.0795834313956225,0.223512026090501,0.326900473933649,0.113559322033898,0.0887052341597796,0.515396197195216,0.205624201107797,0.121686746987952,0.133121244255921,0.126877015200368,0.107009950248756,0.0701791359325606,0.0285202863961814,0.102380052890064,0,0.0796714579055441,0.0761575673807878,0.112327586206897,0,0.121582181259601,0.0906278343242971,0.0380952380952381,0.267926482008801,0.104285714285714
AP2S1,0.0967639444575194,0.259284549531186,0.326521327014218,0.0740112994350282,0.17603305785124,0.508513292609481,0.378184916915211,0.0614457831325301,0.112619300106045,0.182611699677568,0.114771144278607,0.123568668774148,0.0356801909307876,0.119380430676237,0,0.0940451745379877,0.102073255010366,0.0795689655172414,0,0.125038402457757,0.0848836037488663,0,0.24902925187678,0.0185714285714286
AP3B1,0.0228642033419628,0.0306869139828781,0.0376113744075829,0.00056497175141243,0.0231404958677686,0.157227049815022,0.05990626331487,0,0.00975609756097561,0.0186319668355597,0.0182537313432836,0.0102915349490692,0,0.0132225160559124,0,0.0108829568788501,0.014651002073255,0.00198275862068965,0,0.00829493087557604,0.0191776680439383,0,0.039347657261196,0
AP3B2,0.00380089432807719,0.00388300040766408,0.00272985781990521,0,0,0.0370343284866214,0.0381763953983809,0,0,0,0.00482089552238806,0,0.00704057279236277,0.00793350963354741,0,0.0119096509240246,0.00221147201105736,0.00198275862068965,0,0.00253456221198157,0.0083946387181296,0,0.00517732332384157,0
AP3D1,0.0463991527418216,0.0756318793314309,0.101876777251185,0.0627118644067797,0.0421487603305785,0.277591843758066,0.162590541116319,0.0132530120481928,0.0433368681512902,0.0416628281897743,0.0396467661691542,0.0324200913242009,0.0022673031026253,0.0370230449565546,0,0.0694045174537988,0.0623358673116793,0.0571551724137931,0,0.041705069124424,0.0450770936208808,0,0.16438001553197,0.0757142857142857
AP3M1,0.0475759002118145,0.0631981247452099,0.0624454976303317,0.0288135593220339,0.0393939393939394,0.173659984513465,0.0961227098423519,0.00120481927710843,0.0306115235065394,0.0342929525564256,0.0385522388059701,0.0318932209343168,0.00704057279236277,0.0309784661881375,0,0.0283367556468173,0.044713199723566,0.0657758620689655,0.19,0.0355606758832565,0.0485034767711378,0,0.11079471913021,0.161428571428571
AP3M2,0.060990821369734,0.0763452914798206,0.0645308056872038,0.0344632768361582,0.0245179063360882,0.137180590209068,0.111887515977844,0.0132530120481928,0.0426299045599152,0.0292261630584984,0.0314875621890547,0.0266245170354759,0.0094272076372315,0.0532678503966755,0,0.120739219712526,0.0395300621976503,0.0347413793103448,0,0.0386328725038402,0.0559608989216971,0,0.0784364483561998,0
AP3S1,0.0254530477759473,0.0483183856502242,0.0506919431279621,0.00056497175141243,0.0162534435261708,0.267697668416072,0.0837665104388581,0.00120481927710843,0.0136443973135384,0.0269230769230769,0.0201442786069652,0.0178433438707411,0.0165871121718377,0.027956176803929,0,0.0252566735112936,0.0277816171389081,0.0399137931034483,0,0.0163594470046083,0.0261312103194598,0,0.0597980843903702,0
AP3S2,0.0520475405977877,0.0523950264981655,0.0679431279620853,0.011864406779661,0.0272727272727273,0.221410135077002,0.125948018747337,0.0253012048192771,0.0306115235065394,0.0444265315522801,0.0411393034825871,0.0306638566912539,0.0022673031026253,0.0540234227427276,0,0.0447638603696099,0.0429854872149274,0.0416379310344828,0,0.0298003072196621,0.0437670059457825,0,0.0895676935024592,0.0471428571428571
AP4B1,0.0687573546716874,0.0433245006114961,0.0425402843601896,0.00056497175141243,0.0292011019283747,0.113176460466317,0.0854708138048573,0.0373493975903614,0.0193001060445387,0.0393597420543528,0.042134328358209,0.0260976466455918,0.0118138424821002,0.0566679259539101,0,0.0303901437371663,0.0353835521769178,0.020948275862069,0,0.0267281105990783,0.0572709865967953,0,0.0675640693761325,0.0471428571428571
AP4S1,0.0358084255118852,0.0309926620464737,0.0292701421800948,0,0.0325068870523416,0.0961412716166222,0.116148274392842,0.00120481927710843,0.0224814422057264,0.0232381391064026,0.0219353233830846,0.0197752019669828,0.0261336515513126,0.0332451832262939,0.2,0.0252566735112936,0.0277816171389081,0.0261206896551724,0,0.0148233486943164,0.0284490577446337,0,0.0600569505565623,0
APAF1,0.0292186396799247,0.032011822258459,0.0252890995260663,0,0.0294765840220386,0.0859889873526628,0.0573498082658713,0.00120481927710843,0.0125839519264758,0.0513357899585445,0.014771144278607,0.0180189673340358,0.00465393794749403,0.0245561012466944,0,0.0252566735112936,0.021907394609537,0.0071551724137931,0,0.00599078341013825,0.0275420739695657,0.0380952380952381,0.0372767279316593,0.104285714285714
APBA1,0.00544834078606731,0.0125458622095393,0.00860663507109004,0,0.0140495867768595,0.0185365224124581,0.0224115892628888,0.00120481927710843,0.00692824319547543,0.0108014739751267,0.00631343283582089,0.00677906568317527,0.0094272076372315,0.00868908197959955,0,0.00369609856262834,0.0060124395300622,0.0226724137931034,0,0.00291858678955453,0.00879774261815983,0,0.0160497023039089,0.0185714285714286
APBB1IP,0.0367498234878795,0.00408683245006115,0.0129668246445498,0,0.0272727272727273,0.228293039662738,0.0151682999573924,0,0,0.0481114693689544,0.00143781094527363,0.016789603090973,0.0022673031026253,0.0381564034756328,0,0.0201232032854209,0.00981340704906703,0,0,0,0.0431623500957372,0,0.000517732332384158,0.0185714285714286
APBB2,0.011332078136032,0.0731858948226661,0.135620853080569,0.0288135593220339,0.0179063360881543,0.132104448077089,0.0905837239028547,0.00120481927710843,0.0295510781194768,0.0236987563334869,0.0362636815920398,0.020828942746751,0.0285202863961814,0.0181337363052512,0,0.0180698151950719,0.0149965445749827,0.119224137931034,0,0.0332565284178187,0.00688299909301622,0,0.0693761325394771,0.19
APC,0.0136855730760179,0.0138707704851203,0.0177061611374408,0.00621468926553672,0.00771349862258953,0.0766110298545986,0.0305070302513847,0,0,0.00665591893136803,0.00740796019900498,0.00590094836670179,0.0022673031026253,0.0139780884019645,0,0.00472279260780288,0.00739460953697305,0.000258620689655171,0,0.00560675883256529,0.0116194699183715,0,0.0168263008024851,0.0185714285714286
APCDD1,0.0205107084019769,0.0575927435792907,0.0715450236966825,0.00056497175141243,0.0190082644628099,0.0316140411253549,0.0748189177673626,0,0.0210675150229763,0.0292261630584984,0.0537761194029851,0.0266245170354759,0.0094272076372315,0.0192670948243294,0,0.0180698151950719,0.0212163096060815,0,0,0.0244239631336406,0.0106117101682959,0,0.0305462076106653,0.0185714285714286
APEH,0.0520475405977877,0.047503057480636,0.0594123222748815,0.00621468926553672,0.031129476584022,0.18002667125527,0.0905837239028547,0.0614457831325301,0.0359137504418522,0.0347535697835099,0.0429303482587065,0.0297857393747805,0.0022673031026253,0.0404231205137892,0,0.0652977412731006,0.044713199723566,0.0433620689655172,0,0.0209677419354839,0.0517283079713796,0,0.132798343256536,0.19
APELA,0.0016827488820899,0.00102935181410518,0.00310900473933649,0,0.00385674931129476,0,0.00281210055389859,0,0,0,0.00432338308457711,0.000632244467860905,0,0.00264450321118247,0,0,0.000829302004146508,0.00370689655172414,0,0.00291858678955453,0.00214652826766099,0,0,0
APEX1,0.0485172981878089,0.0504586220953934,0.0759052132701422,0.011864406779661,0.0198347107438017,0.220893917233072,0.152790796761824,0.0132530120481928,0.0281371509367268,0.0467296176877015,0.0282039800995025,0.0252195293291184,0,0.0245561012466944,0,0.0273100616016427,0.0315825846579129,0.0243965517241379,0,0.0178955453149002,0.0389297591454197,0,0.0730002588661662,0
APH1A,0.0748764415156507,0.133112515287403,0.134672985781991,0.0231638418079096,0.0892561983471074,0.369134474748344,0.272518108223264,0.0373493975903614,0.0564156945917285,0.0840396130815293,0.0700945273631841,0.054899894625922,0.014200477326969,0.0744238760861353,0,0.0478439425051335,0.0640635798203179,0.0864655172413793,0,0.0447772657450077,0.0757129900231785,0,0.29510742945897,0.0185714285714286
APH1B,0.0386326194398682,0.038330615572768,0.0400758293838862,0.0344632768361582,0.0490358126721763,0.139245461584789,0.11955688112484,0.00120481927710843,0.00869565217391304,0.0324504836480884,0.0265124378109453,0.0241657885493502,0.0094272076372315,0.027956176803929,0,0.0252566735112936,0.0302004146510021,0.0226724137931034,0,0.0221198156682028,0.0299606973697471,0,0.0812839761843127,0.104285714285714
API5,0.0360437750058837,0.0450570729718712,0.0548625592417062,0.011864406779661,0.0256198347107438,0.183640196162781,0.088027268853856,0.0132530120481928,0.0246023329798515,0.0195532012897282,0.027407960199005,0.0203020723568669,0,0.0287117491499811,0,0.0242299794661191,0.0288182446440912,0.0347413793103448,0,0.0221198156682028,0.0332863045449965,0,0.0792130468547761,0.0471428571428571
APIP,0.04333960931984,0.0543314309009376,0.0616872037914692,0.00621468926553672,0.0393939393939394,0.146300438785167,0.172390285470814,0.00120481927710843,0.024248851184164,0.0444265315522801,0.0480049751243781,0.0371619248331577,0.0118138424821002,0.028333962976955,0,0.0386036960985626,0.0498963372494817,0.0588793103448276,0,0.040937019969278,0.0527360677214552,0,0.11830183794978,0.104285714285714
APLN,0.0094492821840433,0.0162148389726865,0.013345971563981,0.0231638418079096,0.00578512396694215,0.0924417104017896,0.101661695781849,0,0.00233297985153764,0.00941962229387379,0.00820398009950249,0.0055497014401124,0.0094272076372315,0.00604457876841707,0,0.00882956878850103,0.00221147201105736,0.0175,0,0.00176651305683564,0.00557291141791797,0.0380952380952381,0.00647165415480197,0
APLNR,0.0150976700400094,0.110181410517733,0.0666161137440758,0.0288135593220339,0.0118457300275482,0.0433149789211047,0.0466979122283767,0.00120481927710843,0.0193001060445387,0.00527406725011515,0.00790547263681592,0.00484720758693361,0.0165871121718377,0.0294673214960332,0,0.122792607802875,0.0129232895646164,0,0.19,0.00368663594470046,0.00738687896805401,0.0380952380952381,0.0201915609629821,0.0185714285714286
APLP1,0.0139209225700165,0.0279351814105177,0.0252890995260663,0.00621468926553672,0.00743801652892562,0.0467564312139723,0.0961227098423519,0.0132530120481928,0.0132909155178508,0.00803777061262091,0.0123830845771144,0.00835967685282754,0.00465393794749403,0.0215338118624858,0,0.0180698151950719,0.0101589495507947,0.105431034482759,0,0.0175115207373272,0.015146629043636,0,0.0326171369402019,0
APLP2,0.0635796658037185,0.435599266204647,0.391545023696682,0.10225988700565,0.270247933884298,1.70407381915168,0.817043033659992,0.0373493975903614,0.177306468716861,0.204721326577614,0.181636815920398,0.118475588338602,0.0404534606205251,0.106913486966377,0,0.0858316221765914,0.0892881824464409,0.503706896551724,0.19,0.219124423963134,0.0554570190466593,0,0.974113383380792,0.504285714285714
APOA2,0.0162744175100024,0.0125458622095393,0.00652132701421801,0.0344632768361582,0.00661157024793388,0.0143207433536953,0.016020451640392,0.00120481927710843,0.00904913396960057,0.00757715338553662,0.00919900497512438,0.00888654724271162,0,0.0139780884019645,0,0.0242299794661191,0.0105044920525225,0,0,0,0.0118210218683866,0,0.0170851669686772,0
APOA4,0.00474229230407154,0.00999796167957603,0.00538388625592417,0,0.0046831955922865,0.0234405919297944,0.0309331060928845,0.00120481927710843,0.00692824319547543,0.014486411791801,0.00541791044776119,0.0053740779768177,0.0261336515513126,0.00566679259539101,0,0.00677618069815195,0.00635798203178991,0.0123275862068965,0.19,0.00368663594470046,0.00698377506802378,0,0.00983691431529899,0.0185714285714286
APOB,0.00333019534008002,0.00296575621687729,0.00727962085308057,0,0.00358126721763085,0.11894089305687,0.0743928419258628,0.0132530120481928,0,0,0.00641293532338308,0,0.00704057279236277,0.0011333585190782,0,0.00677618069815195,0.00912232204561161,0.014051724137931,0,0.00138248847926267,0.000534112667540058,0,0.00388299249288118,0
APOC1,0.0285125911979289,0.0873522217692621,0.23381990521327,0.0231638418079096,0.11129476584022,0.816351200206487,1.97980400511291,0.0614457831325301,0.0108165429480382,0.0485720865960387,0.0225323383084577,0.0250439058658237,0.0094272076372315,0.0404231205137892,0,0.0232032854209446,0.0191430545957153,0.0175,0,0.0132872503840246,0.025627330444422,0.0857142857142857,0.0331348692725861,0.0185714285714286
APOC2,0.0414568133678513,0.045974317162658,0.0592227488151659,0.0175141242937853,0.0647382920110193,0.142772950184978,0.108052833404346,0.0734939759036145,0.0256627783669141,0.0596269000460617,0.0290995024875622,0.034703196347032,0.0118138424821002,0.0347563279183982,0,0.0406570841889117,0.0388389771941949,0.0364655172413793,0,0.0248079877112135,0.0361080318452081,0,0.0991457416515661,0.0185714285714286
APOC3,0.0405154153918569,0.0412861801875255,0.0300284360189573,0.0175141242937853,0.0212121212121212,0.102680030973071,0.0893054963783554,0.0132530120481928,0.0224814422057264,0.0264624596959926,0.0334776119402985,0.0262732701088865,0,0.0366452587835285,0,0.0334702258726899,0.0340013821700069,0.014051724137931,0,0.0171274961597542,0.0407437266955558,0,0.0533264302355682,0
APOE,0.0845257707695928,0.082358336730534,0.227374407582938,0.124858757062147,0.680440771349862,0.305553643637615,0.488538559863656,0.0253012048192771,0.0846942382467303,0.13885306310456,0.110890547263682,0.143940990516333,0.0094272076372315,0.0536456365697015,0,0.126899383983573,0.139046302695232,0.0485344827586207,0,0.0167434715821813,0.0939534414995465,0,0.128656484597463,0.475714285714286
APOL1,0.0558131325017651,0.22707908683245,0.193630331753555,0.0966101694915254,0.0603305785123967,1.52924804267401,0.361994034938219,0.0373493975903614,0.0945917285259809,0.0688392445877476,0.114771144278607,0.07053038285915,0.0309069212410501,0.0774461654703438,0.2,0.0930184804928131,0.0775397373876987,0.186465517241379,0,0.0528417818740399,0.0583795223218785,0.0380952380952381,0.275951333160756,0.0757142857142857
APOL6,0.0348670275358908,0.0457704851202609,0.0669952606635071,0.00621468926553672,0.0382920110192837,0.217280392325561,0.105070302513847,0,0.0447507953340403,0.0444265315522801,0.0430298507462687,0.0383912890762206,0.0022673031026253,0.0498677748394409,0,0.0868583162217659,0.0930891499654457,0.0243965517241379,0,0.0205837173579109,0.0641237528973093,0,0.0535852964017603,0
APOLD1,0.112767710049423,0.721066041581737,1.34282464454976,0.463841807909605,0.0776859504132231,0.224593478447905,0.31938645078824,0.109638554216867,0.103428773418169,0.0881851681252879,0.0668109452736318,0.0633298208640674,0.05,0.190026445032112,0,0.119712525667351,0.0961990324809952,0.0881896551724138,0.39,0.0701228878648233,0.108565957875642,0.0380952380952381,0.130468547760808,0
APOM,0.0202753589079783,0.0142784345699144,0.0178957345971564,0.0175141242937853,0.00550964187327824,0.123070635808311,0.0113336173838943,0.00120481927710843,0,0.00158912943344081,0.0098955223880597,0.00502283105022831,0,0.017000377786173,0,0.0149897330595483,0.00946786454733932,0.0123275862068965,0,0.00522273425499232,0.0147435251436058,0,0.0116489774786435,0.0757142857142857
APOO,0.00544834078606731,0.0146860986547085,0.0148625592417062,0.00621468926553672,0.00578512396694215,0.0461541770627205,0.0432893054963783,0.0132530120481928,0.00374690703428773,0.00803777061262091,0.00601492537313433,0.0102915349490692,0.00704057279236277,0.0034000755572346,0,0,0.00255701451278507,0.0123275862068965,0.19,0.00253456221198157,0.00859619066814471,0,0.0463370437483821,0.161428571428571
APOOL,0.000506001412096963,0.00327150428047289,0.00576303317535545,0,0,0.0280865525251656,0.00494247976139753,0,0,0,0,0,0,0,0,0,0,0.0071551724137931,0,0,0.00174342436763076,0,0.00129433083096039,0
APP,0.072993645563662,2.53068691398288,1.66832227488152,0.893220338983051,0.165289256198347,1.92252000344145,2.25717937792927,0.14578313253012,0.596182396606575,0.178926761860894,0.340641791044776,0.150614682121531,0.10727923627685,0.327162825840574,0,0.105338809034908,0.106910850034554,0.5175,0,0.47642089093702,0.0700695354227552,0,2.21097592544654,0.304285714285714
APPL1,0.0228642033419628,0.0268141051773339,0.0362843601895735,0,0.0154269972451791,0.0899466574894605,0.0266723476778867,0.0373493975903614,0.00586779780841287,0.0209350529709811,0.0180547263681592,0.0099402880224798,0,0.0143558745749906,0,0.00574948665297741,0.0163787145818936,0.0243965517241379,0,0.00791090629800307,0.0123249017434244,0,0.032876003106394,0.0471428571428571
APRT,0.0927630030595434,0.108245006114961,0.120075829383886,0.0457627118644068,0.0757575757575758,0.406302159511314,0.193268001704303,0.00120481927710843,0.0677271120537292,0.0973975126669737,0.0631293532338308,0.0656129258868985,0.05,0.0800906686815263,0,0.0858316221765914,0.0913614374568072,0.0812931034482759,0,0.0528417818740399,0.0994961201249622,0.0380952380952381,0.195443955475019,0.104285714285714
APTX,0.0294539891739233,0.0334386465552385,0.0334407582938389,0.011864406779661,0.0146005509641873,0.0908930568699991,0.0658713250958671,0.0253012048192771,0.016118769883351,0.0232381391064026,0.0226318407960199,0.0222339304531085,0.00465393794749403,0.0275783906309029,0,0.0324435318275154,0.0229440221147201,0.0295689655172414,0,0.0255760368663594,0.024720346669354,0,0.0530675640693761,0.0185714285714286
AQP1,0.00921393269004471,0.904922543823889,0.295620853080569,0.735028248587571,0.0168044077134986,0.0549298804095328,0.0978270132083511,0.0253012048192771,0.11898197242842,0.0213956701980654,0.0327810945273632,0.0127502634351949,0.0213603818615752,0.0936909709104647,0,0.0242299794661191,0.0184519695922598,0.105431034482759,0,0.0570660522273425,0.0109140380933186,0,0.0424540512555009,0
AQP3,0.0527535890797835,0.0433245006114961,0.0603601895734597,0.0401129943502825,0.0209366391184573,0.559790931773208,0.373072006817213,0.0253012048192771,0.0228349240014139,0.0319898664210041,0.0330796019900498,0.0239901650860555,0.0189737470167064,0.0502455610124669,0,0.0950718685831622,0.0941257774706289,0.0830172413793103,0.39,0.0155913978494624,0.0838758439987907,0,0.436966088532229,0.218571428571429
AQP4,0.0108613791480348,0.00520790868324501,0.00557345971563981,0,0,0.0139765981244085,0.0462718363868769,0,0.000212089077412513,0.0020497466605251,0.00462189054726368,0.00133473832103969,0,0.00491122024933887,0,0,0.00393918451969592,0.0071551724137931,0,0.000998463901689709,0.00224730424266855,0,0.0227802226249029,0
AQP7,0.0282772417039303,0.049235629841011,0.0250995260663507,0.00621468926553672,0.0214876033057851,0.141138260345866,0.0991052407328504,0.0253012048192771,0.0157652880876635,0.0172501151543068,0.0235273631840796,0.0187214611872146,0.0237470167064439,0.0358896864374764,0,0.0560574948665298,0.300760193503801,0.0399137931034483,0,0.0163594470046083,0.0221001713191575,0,0.0807662438519286,0.0471428571428571
AQP9,0.0252176982819487,0.0344578067672238,0.0281327014218009,0.0288135593220339,0.0325068870523416,0.0939043276262583,0.152364720920324,0,0.0104630611523507,0.0462690004606172,0.0280049751243781,0.0197752019669828,0.0261336515513126,0.0377786173026067,0,0.0201232032854209,0.0305459571527298,0.0347413793103448,0,0.019047619047619,0.0158520608686889,0,0.0445249805850375,0
AQR,0.0367498234878795,0.0517835303709743,0.0565687203791469,0.00621468926553672,0.0278236914600551,0.198266368407468,0.11998295696634,0.0253012048192771,0.0256627783669141,0.030147397512667,0.0312885572139303,0.0275026343519494,0.0118138424821002,0.0415564790328674,0,0.0468172484599589,0.0312370421561852,0.0175,0,0.0294162826420891,0.0451778695958883,0,0.0828371731814652,0.0757142857142857
AR,0.00803718522005177,0.0412861801875255,0.046521327014218,0.0231638418079096,0.009366391184573,0.346420889615418,0.0607584149978696,0.0132530120481928,0.0327324142806645,0.011262091202211,0.0296965174129353,0.013277133825079,0,0.0162448054401209,0,0.0139630390143737,0.0115411195577056,0.0123275862068965,0,0.0225038402457757,0.00859619066814471,0,0.032876003106394,0.0185714285714286
ARAF,0.0546363850317722,0.0784855279249898,0.10036018957346,0.0457627118644068,0.0443526170798898,0.307790587627979,0.175798892202812,0.00120481927710843,0.0373276776246023,0.0416628281897743,0.0459154228855721,0.0440112399016509,0.0285202863961814,0.0630902908953532,0,0.0540041067761807,0.0602626123013131,0.0571551724137931,0,0.041705069124424,0.0548523631966139,0,0.142635257571835,0.0757142857142857
ARAP2,0.0567545304777595,0.0343558907460253,0.0277535545023697,0.011864406779661,0.0415977961432507,0.0921836014798245,0.0901576480613549,0.0253012048192771,0.0221279604100389,0.0421234454168586,0.0207412935323383,0.0354056902002107,0.0118138424821002,0.0589346429920665,0,0.0406570841889117,0.049550794747754,0.0588793103448276,0,0.0132872503840246,0.0744029023480802,0,0.103287600310639,0.0471428571428571
ARC,0.0183925629559896,0.0583061557276804,0.037042654028436,0.00056497175141243,0.0181818181818182,0.08788178611374,0.0790796761823604,0.00120481927710843,0.0217744786143514,0.0117227084292953,0.0214378109452736,0.0141552511415525,0.00465393794749403,0.0324896108802418,0,0.0129363449691992,0.0143054595715273,0.0312931034482759,0,0.0274961597542243,0.0213947394941046,0,0.0346880662697385,0
AREL1,0.0186279124499882,0.0232470444353852,0.0190331753554502,0.00056497175141243,0.00826446280991736,0.0422825432332444,0.0466979122283767,0.0253012048192771,0.00516083421703782,0.00527406725011515,0.0154676616915423,0.00677906568317527,0,0.0158670192670948,0,0.0108829568788501,0.012232204561161,0.0175,0,0.00906298003072197,0.0167590446437569,0,0.0388299249288118,0.161428571428571
ARF1,0.0955871969875265,0.409406848756625,0.437990521327014,0.113559322033898,0.164462809917355,0.959171470360492,0.517085641244141,0.109638554216867,0.16458112407211,0.160041455550438,0.165417910447761,0.119704952581665,0.0452267303102625,0.142425387230827,0,0.13305954825462,0.174637180373186,0.224396551724138,0,0.158064516129032,0.12600020155195,0,0.457675381827595,0.19
ARF3,0.162897152271123,0.335619649408887,0.354009478672986,0.113559322033898,0.170798898071625,0.867026585218962,0.57929271410311,0.121686746987952,0.176246023329799,0.19781206817135,0.173179104477612,0.137618545837724,0.0213603818615752,0.174537211938043,0,0.185420944558522,0.179129232895646,0.222672413793103,0.19,0.146543778801843,0.140411165978031,0,0.601604970230391,0.39
ARF4,0.0426335608378442,0.110690990623726,0.152492890995261,0.0627118644067797,0.050137741046832,0.337645186268605,0.146399659139327,0.0373493975903614,0.0535878402262284,0.0448871487793644,0.0860149253731343,0.0505093080435546,0.0165871121718377,0.0638458632414054,0,0.108418891170431,0.0961990324809952,0.0450862068965517,0,0.0601382488479263,0.0525345157714401,0,0.157131762878592,0.104285714285714
ARF5,0.0287479406919275,0.0503567060741949,0.0635829383886256,0,0.0294765840220386,0.127802632711004,0.123391563698338,0.0373493975903614,0.016118769883351,0.0273836941501612,0.031089552238806,0.0143308746048472,0,0.0362674726105025,0,0.0211498973305955,0.0149965445749827,0.0261206896551724,0,0.0217357910906298,0.0267358661695052,0,0.085425834843386,0.104285714285714
ARF6,0.182901859261003,0.1680697105585,0.201023696682464,0.0853107344632768,0.127823691460055,0.749587025724856,0.497060076693651,0.133734939759036,0.0854012018381053,0.179387379087978,0.0842238805970149,0.115489989462592,0.0380668257756563,0.187759727993955,0,0.105338809034908,0.150103662750518,0.186465517241379,0,0.0720430107526882,0.193721656757029,0,0.298213823453275,0.132857142857143
ARFGAP1,0.0358084255118852,0.0699245821443131,0.0802654028436019,0.0457627118644068,0.0517906336088154,0.304177062720468,0.171964209629314,0.0373493975903614,0.0366207140332273,0.033371718102257,0.0532786069651741,0.0297857393747805,0.0189737470167064,0.0358896864374764,0,0.0704312114989733,0.0644091223220456,0.0468103448275862,0.19,0.0367127496159754,0.0346971681951023,0,0.126585555267926,0.0757142857142857
ARFGAP3,0.0226288538479642,0.0627904606604158,0.134293838862559,0.00621468926553672,0.0261707988980716,0.31088789469156,0.1996591393268,0.109638554216867,0.0472251679038529,0.0361354214647628,0.0646218905472637,0.0343519494204426,0.00465393794749403,0.0362674726105025,0,0.0509240246406571,0.069937802349689,0.0261206896551724,0,0.0616743471582181,0.0295575934697168,0,0.155578565881439,0.104285714285714
ARFGEF1,0.0494586961638032,0.0778740317977986,0.0774218009478673,0.0401129943502825,0.0338842975206612,0.245844446356362,0.148530038346826,0.0253012048192771,0.0267232237539767,0.0398203592814371,0.0485024875621891,0.0278538812785388,0.014200477326969,0.0400453343407631,0,0.0447638603696099,0.0353835521769178,0.0502586206896552,0.19,0.0267281105990783,0.0538446034465383,0,0.147035982397101,0.104285714285714
