,Acinar A,Acinar B,Active stellate,Alpha cells,Beta cells,Delta cells,Ductal,Epsilon cells,Gamma cells,Macrophage,Quiescent stellate
TMEM247,0.00371429510567663,0.0038276440962507,0.0012280701754386,0.0227935222672065,0,0.0226168224299065,0.0117392487751769,0,0,0.00442970822281167,0.0075064838829196
TMEM248,0.0547940702757782,0.0581085618354785,0.0463408521303258,0.0673279352226721,0.0604263565891473,0.125420560747664,0.053927599346761,0,0.0918918918918919,0.0641114058355438,0.0434457206372731
TMEM249,0.0167307629096407,0.0318074986010073,0.0087468671679198,0.0207692307692308,0.0332945736434109,0.0132710280373832,0.0211295590636908,0,0.0378378378378378,0.00575596816976127,0.00972952945535383
TMEM25,0.0201163593333991,0.0253721320649133,0.0137593984962406,0.0592307692307692,0.0313565891472868,0.0973831775700935,0.030383777898748,0,0.0108108108108108,0.00708222811671087,0.0152871433864394
TMEM250,0.0216941130066068,0.0276105204252938,0.022531328320802,0.0308906882591093,0.0342635658914729,0.00392523364485981,0.0332416984213391,0.235,0.0648648648648649,0.00840848806366048,0.0193627269359022
TMEM252,0.0071327613976268,0.0105428091773923,0.0125062656641604,0.0106477732793522,0.0110077519379845,0.0226168224299065,0.0194964616222101,0,0,0.00708222811671087,0.00972952945535383
TMEM253,0.0184399960556158,0.0136205931729155,0.0125062656641604,0.0126720647773279,0.0187596899224806,0,0.0275258573761568,0,0.0378378378378378,0.0163660477453581,0.0126935902185995
TMEM254,0.00811885744338165,0.00858421936205932,0.0012280701754386,0.000526315789473684,0.0245736434108527,0.00392523364485981,0.0231709308655416,0,0,0.00840848806366048,0.00380140792886254
TMEM255A,0.000657397363836571,0.0046670397313934,0.0049874686716792,0.0167206477732793,0.0255426356589147,0,0.00194066412629287,0,0,0.00575596816976127,0
TMEM255B,0,0,0.0087468671679198,0.0045748987854251,0.00422480620155039,0,0.0015323897659227,0,0.0108108108108108,0.00177718832891247,0.0189922193404965
TMEM256,0.0288597442724255,0.0312479015109121,0.0112531328320802,0.0207692307692308,0.0362015503875969,0.0506542056074766,0.0393658138268917,0,0.0108108108108108,0.0296286472148541,0.0378881067061875
TMEM258,0.0795122111560333,0.0810520425293789,0.0676441102756892,0.0430364372469636,0.0332945736434109,0.0413084112149533,0.0552885138813283,0,0.0648648648648649,0.0588063660477454,0.0623416080029641
TMEM259,0.0282680866449726,0.0379630665920537,0.0200250626566416,0.0349392712550607,0.0352325581395349,0.0226168224299065,0.0230348394120849,0,0,0.0336074270557029,0.0264023712486106
TMEM26,0.00470039115143148,0.00578623391158366,0.0024812030075188,0.00255060728744939,0.000348837209302325,0.0226168224299065,0.00615949918345128,0,0.0378378378378378,0.0110610079575597,0.00306039273805113
TMEM260,0.0214968937974559,0.0253721320649133,0.016265664160401,0.0632793522267207,0.044922480620155,0.0413084112149533,0.0231709308655416,0,0,0.0190185676392573,0.020844757317525
TMEM262,0.0059823160109128,0.0122216004476777,0.0012280701754386,0.0045748987854251,0.0119767441860465,0.0226168224299065,0.0152776265650517,0,0,0.0203448275862069,0.0104705446461652
TMEM263,0.0577523584130428,0.0623055400111919,0.0400751879699248,0.0794736842105263,0.0565503875968992,0.0226168224299065,0.0365078933043005,0,0.0108108108108108,0.0349336870026525,0.0475213041867358
TMEM265,0.00539065838345988,0.000190263010632345,0.0012280701754386,0.00255060728744939,0.0206976744186047,0,0.00779259662493195,0,0.0378378378378378,0.00708222811671087,0.00231937754723972
TMEM266,0.000854616572987544,0,0,0.00255060728744939,0,0,0,0,0.0108108108108108,0,0
TMEM267,0.0108141866351116,0.0169781757134863,0.0237844611528822,0.0227935222672065,0.0265116279069767,0.0319626168224299,0.0214017419706042,0,0.0108108108108108,0.0150397877984085,0.0078769914783253
TMEM268,0.0216941130066068,0.0318074986010073,0.0150125313283208,0.0369635627530364,0.0236046511627907,0.0226168224299065,0.0178633641807295,0,0.0918918918918919,0.0442175066312997,0.0160281585772508
TMEM269,0.00358281563290931,0.00522663682148853,0.003734335839599,0.0106477732793522,0.00906976744186046,0,0.00901741970604246,0,0,0.00442970822281167,0.00417191552426825
TMEM270,0.00305689774184006,0.00886401790710688,0,0.00659919028340081,0.0129457364341085,0.0132710280373832,0.00602340772999456,0,0.0648648648648649,0,0.00639496109670248
TMEM271,0.00335272655556651,0.00662562954672636,0.0137593984962406,0.0268421052631579,0.0371705426356589,0,0.0117392487751769,0,0.0108108108108108,0,0.00157836235642831
TMEM272,0.0055221378562272,0.00914381645215445,0,0,0.0177906976744186,0.0132710280373832,0.00847305389221557,0,0,0.00575596816976127,0.00861800666913672
TMEM273,0.00673832297932485,0.0155791829882485,0.01,0.0146963562753036,0.0129457364341085,0,0.00997005988023952,0,0.0108108108108108,0.0548275862068965,0.0482623193775472
TMEM275,0.00144627420044046,0,0,0.0106477732793522,0.00131782945736434,0.00392523364485981,0.00057974959172564,0,0,0.00708222811671087,0
TMEM276,0.0413502941853203,0.0304085058757694,0.0049874686716792,0.0389878542510121,0.0458914728682171,0.0226168224299065,0.0444011976047904,0,0.0378378378378378,0.0269761273209549,0.0297369396072619
TMEM30A,0.0727738881767084,0.0908449916060436,0.0501002506265664,0.0673279352226721,0.0633333333333333,0.0319626168224299,0.0559689711486119,0,0.0378378378378378,0.0654376657824934,0.0545609484994442
TMEM30B,0.0534135358117214,0.058388360380526,0.028796992481203,0.103765182186235,0.0943410852713178,0.0506542056074766,0.0812819814915623,0.485,0.0108108108108108,0.0190185676392573,0.0282549092256391
TMEM31,0,0,0,0.000526315789473684,0.00131782945736434,0.00392523364485981,0,0,0,0.00177718832891247,0
TMEM33,0.0302402787364823,0.0382428651371013,0.0175187969924812,0.0572064777327935,0.041046511627907,0.0693457943925234,0.0397740881872618,0,0.0108108108108108,0.0375862068965517,0.0415931826602445
TMEM35A,0,0,0.0074937343358396,0,0,0.00392523364485981,0,0,0,0,0
TMEM35B,0.0148900502908983,0.028729714605484,0.0313032581453634,0.0511336032388664,0.0323255813953488,0.0506542056074766,0.0482117583015787,0,0.0378378378378378,0.0455437665782493,0.0293664320118562
TMEM37,0.0118002826808664,0.0130609960828204,0.01,0.0693522267206478,0.12437984496124,0.134766355140187,0.0409989112683724,0,0,0.0229973474801061,0.0141756206002223
TMEM38A,0.00627814482463925,0.0055064353665361,0.0062406015037594,0.0045748987854251,0.0100387596899225,0.0413084112149533,0.0143249863908547,0.235,0,0.0216710875331565,0.00268988514264542
TMEM38B,0.0210695855109621,0.0298489087856743,0.0175187969924812,0.0491093117408907,0.0313565891472868,0.0319626168224299,0.037732716385411,0,0,0.0137135278514589,0.0256613560577992
TMEM39A,0.0401012391940308,0.0527923894795747,0.0275438596491228,0.032914979757085,0.0148837209302326,0.0226168224299065,0.0137806205770278,0,0.0918918918918919,0.0110610079575597,0.0126935902185995
TMEM39B,0.027807908490287,0.0250923335198657,0.022531328320802,0.0308906882591093,0.0517054263565892,0.0413084112149533,0.0522945019052803,0,0,0.0336074270557029,0.0301074472026677
TMEM40,0.0050619597015416,0.000749860100727476,0.003734335839599,0,0,0,0.00534295046271094,0,0.0108108108108108,0.00442970822281167,0.00824749907373101
TMEM41A,0.0071327613976268,0.0102630106323447,0.0024812030075188,0.0167206477732793,0.0245736434108527,0,0.0122836145890038,0,0,0.0203448275862069,0.0078769914783253
TMEM41B,0.0352364987016402,0.0443984331281477,0.0388220551378446,0.0410121457489879,0.0633333333333333,0,0.0420876428960261,0,0.0378378378378378,0.0349336870026525,0.0289959244164505
TMEM42,0.00450317194228051,0.00270844991606044,0.0012280701754386,0.0167206477732793,0.00422480620155039,0.00392523364485981,0.00683995645073489,0,0.0378378378378378,0,0
TMEM43,0.0194260921013707,0.0298489087856743,0.0338095238095238,0.032914979757085,0.0168217054263566,0,0.033786064235166,0,0.0108108108108108,0.0163660477453581,0.0375175991107818
TMEM44,9.86096045754864e-05,0.00410744264129827,0.0049874686716792,0.0207692307692308,0,0,0.01119488296135,0,0,0.00442970822281167,0.0071359762875139
TMEM45A,0.0118002826808664,0.0250923335198657,0.0588721804511278,0.00862348178137652,0.00713178294573643,0.00392523364485981,0.0128279804028307,0.235,0,0.0216710875331565,0.0156576509818451
TMEM45B,0.0043716924695132,0.00858421936205932,0.01,0.0248178137651822,0.00713178294573643,0.00392523364485981,0.0160941752857921,0,0.0108108108108108,0.00177718832891247,0.00194886995183401
TMEM47,0.0116030634717155,0.0155791829882485,0.0325563909774436,0.0146963562753036,0.00810077519379845,0.00392523364485981,0.006295590636908,0,0.0378378378378378,0.00442970822281167,0.0278844016302334
TMEM50B,0.0101239194030832,0.0136205931729155,0.0125062656641604,0.0126720647773279,0.0216666666666667,0,0.0174550898203593,1.235,0,0.0203448275862069,0.0193627269359022
TMEM51,0.0376359990796437,0.0508337996642417,0.0125062656641604,0.0227935222672065,0.0226356589147287,0.0319626168224299,0.0371883505715841,0,0.0378378378378378,0.0375862068965517,0.0186217117450908
TMEM52,0.0577852282812346,0.0527923894795747,0.0237844611528822,0.00862348178137652,0.000348837209302325,0,0.017591181273816,0,0.0918918918918919,0.0190185676392573,0.0189922193404965
TMEM52B,0,0.00634583100167879,0.003734335839599,0,0.00131782945736434,0,0,0,0,0.0110610079575597,0
TMEM54,0.0254412779804753,0.0340458869613878,0.0237844611528822,0.0491093117408907,0.043953488372093,0.06,0.0703946652150245,0,0.0378378378378378,0.0216710875331565,0.0301074472026677
TMEM59,0.227821056437564,0.17282596530498,0.170401002506266,0.401336032388664,0.263914728682171,0.405794392523364,0.239828524768644,0,0.308108108108108,0.164907161803714,0.178680992960356
TMEM59L,0.00289254840088091,0.00354784555120313,0.0049874686716792,0.0491093117408907,0.0206976744186047,0.0319626168224299,0.0045264017419706,0,0,0.00442970822281167,0.0078769914783253
TMEM60,0.00427308286493771,0.00662562954672636,0.0137593984962406,0.0248178137651822,0.00713178294573643,0.00392523364485981,0.00683995645073489,0,0,0,0.00861800666913672
TMEM61,0.00700128192485948,0.0111024062674874,0.0049874686716792,0.0268421052631579,0.0265116279069767,0.0413084112149533,0.0129640718562874,0.485,0.0918918918918919,0.0150397877984085,0.0149166357910337
TMEM62,0.00243237024619531,0.00410744264129827,0,0.00659919028340081,0,0,0.0113309744148068,0,0,0.00442970822281167,0.00491293071507966
TMEM63A,0.0293856621634947,0.0301287073307219,0.0200250626566416,0.0045748987854251,0.00713178294573643,0,0.105642351660316,0,0,0.0256498673740053,0.020844757317525
TMEM63B,0.00351707589652566,0.0102630106323447,0.0112531328320802,0.0167206477732793,0.00325581395348837,0,0.0106505171475231,0,0.0108108108108108,0.00708222811671087,0.00491293071507966
TMEM63C,0,0.000470061555679911,0.0074937343358396,0.0126720647773279,0.0206976744186047,0.0132710280373832,0,0.235,0.0108108108108108,0,0.00306039273805113
TMEM64,0.0188344344739178,0.0183771684387241,0.0175187969924812,0.0572064777327935,0.0565503875968992,0.06,0.0230348394120849,0,0,0.00840848806366048,0.0175101889588737
TMEM65,0.0262958945534628,0.0236933407946279,0.0187719298245614,0.0531578947368421,0.042984496124031,0.06,0.0301115949918345,0,0,0.0322811671087533,0.0101000370507595
TMEM67,0,0,0.0024812030075188,0.00862348178137652,0.0051937984496124,0,0.00248502994011976,0,0.0378378378378378,0,0
TMEM68,0.018407126187424,0.0217347509792949,0.016265664160401,0.0187449392712551,0.0274806201550388,0.0132710280373832,0.0253483941208492,0,0.0378378378378378,0.00575596816976127,0.010841052241571
TMEM69,0.0118660224172501,0.00746502518186905,0.0024812030075188,0.0248178137651822,0.0265116279069767,0.06,0.0158219923788786,0.485,0,0.00310344827586207,0.00676546869210819
TMEM71,0.000558787759261086,0,0.0062406015037594,0,0.00131782945736434,0,0,0,0.0108108108108108,0.00973474801061008,0.00528343831048537
TMEM72,0,0.00326804700615557,0.003734335839599,0.0126720647773279,0.00131782945736434,0,0.00670386499727817,0.235,0,0,0
TMEM74,0.00608092561548828,0.0038276440962507,0.0049874686716792,0.0126720647773279,0.0119767441860465,0.0226168224299065,0.0116031573217202,0,0,0.00575596816976127,0.00231937754723972
TMEM74B,0.00594944614272097,0.0164185786233912,0.0062406015037594,0.0389878542510121,0.0236046511627907,0.0413084112149533,0.00752041371801851,0.485,0.0378378378378378,0.0190185676392573,0.0156576509818451
TMEM78,0.00838181638891628,0.00718522663682149,0.0062406015037594,0.0227935222672065,0.0110077519379845,0.00392523364485981,0.0276619488296135,0,0,0.0203448275862069,0.0119525750277881
TMEM79,0.0043716924695132,0.00718522663682149,0,0.0167206477732793,0.00810077519379845,0.0319626168224299,0.00901741970604246,0,0,0.00575596816976127,0.0119525750277881
TMEM80,0.0168293725142162,0.0144599888080582,0.0237844611528822,0.0207692307692308,0.0197286821705426,0,0.0189520958083832,0.485,0,0.0163660477453581,0.0126935902185995
TMEM81,0,0,0.0012280701754386,0,0.000348837209302325,0,0,0,0.0918918918918919,0,9.63319748054827e-05
TMEM82,0.00617953522006377,0.0133407946278679,0,0.0045748987854251,0,0.0226168224299065,0.0155498094719652,0,0,0.0110610079575597,0.0104705446461652
TMEM86A,0.00489761036058245,0.00326804700615557,0.0024812030075188,0.0207692307692308,0.0158527131782946,0.00392523364485981,0.00874523679912901,0,0,0.00840848806366048,0.0075064838829196
TMEM86B,0.00174210301416691,0.00410744264129827,0.003734335839599,0.00659919028340081,0.0148837209302326,0.0226168224299065,0.010242242787153,0.235,0.0378378378378378,0.0150397877984085,0.0012078547610226
TMEM87A,0.0243237024619531,0.0424398433128148,0.028796992481203,0.0288663967611336,0.0294186046511628,0.0226168224299065,0.0295672291780076,0,0.0918918918918919,0.0243236074270557,0.033442015561319
TMEM87B,0.00440456233770503,0.00326804700615557,0.0137593984962406,0.000526315789473684,0.0139147286821705,0,0.0103783342406097,0,0.0108108108108108,0.00575596816976127,0.0071359762875139
TMEM88,0.00170923314597509,0.0038276440962507,0.0112531328320802,0.00862348178137652,0.0148837209302326,0.0226168224299065,0.00738432226456179,0,0,0.00708222811671087,0.014546128195628
TMEM88B,0.00864477533445091,0.00802462227196418,0.0175187969924812,0.0207692307692308,0.0274806201550388,0.0132710280373832,0.0252123026673925,0,0,0.00177718832891247,0.00935902185994813
TMEM89,0.00187358248693423,0.00158925573587017,0,0,0.00713178294573643,0.00392523364485981,0.00643168209036473,0,0,0,0
TMEM8B,0.0116030634717155,0.0125013989927252,0.0200250626566416,0.0450607287449393,0.0284496124031008,0.0413084112149533,0.0343304300489929,0,0.118918918918919,0.00840848806366048,0.0112115598369767
TMEM9,0.0442099727180094,0.0421600447677672,0.0438345864661654,0.0895951417004049,0.0352325581395349,0.0786915887850467,0.0703946652150245,0,0.118918918918919,0.0336074270557029,0.0378881067061875
TMEM91,0.00775728889327154,0.0133407946278679,0.0125062656641604,0.0227935222672065,0.0177906976744186,0.00392523364485981,0.0186799129014698,0,0.0378378378378378,0.0123872679045093,0.0149166357910337
TMEM92,0.00719850113401045,0.011382204812535,0,0.0106477732793522,0.0168217054263566,0.0132710280373832,0.00833696243875885,0,0.0108108108108108,0.0137135278514589,0.00676546869210819
TMEM94,0.0407586365578674,0.0471964185786234,0.047593984962406,0.0754251012145749,0.0633333333333333,0.0506542056074766,0.0548802395209581,0,0.0108108108108108,0.0641114058355438,0.0653056687662097
TMEM95,0.00604805574729645,0.0130609960828204,0.0074937343358396,0.00862348178137652,0.0119767441860465,0.0132710280373832,0.00997005988023952,0,0,0,0.00417191552426825
TMEM97,0.138480754692174,0.113788472299944,0.0338095238095238,0.0126720647773279,0.00906976744186046,0.0413084112149533,0.0418154599891127,0,0.145945945945946,0.0322811671087533,0.0501148573545758
TMEM98,0.00765867928869605,0.0155791829882485,0,0.000526315789473684,0.0100387596899225,0,0.0117392487751769,0,0.0378378378378378,0.00973474801061008,0
TMEM9B,0.0403313282713736,0.0452378287632904,0.035062656641604,0.0491093117408907,0.0691472868217054,0.06,0.0827789874795863,0,0.118918918918919,0.0455437665782493,0.0464097814005187
TMF1,0.0308976761003188,0.0175377728035814,0.0125062656641604,0.0248178137651822,0.0255426356589147,0,0.0325612411540555,0,0,0.0269761273209549,0.0167691737680622
TMIE,0.00716563126581863,0.00802462227196418,0.016265664160401,0.0146963562753036,0.0284496124031008,0,0.0131001633097441,0,0.0108108108108108,0.000450928381962864,0.0175101889588737
TMIGD1,0,0.00270844991606044,0,0,0,0,0,0,0,0.00177718832891247,0
TMIGD2,0,0.00102965864577504,0.0049874686716792,0,0,0,0.00194066412629287,0,0,0,0
TMIGD3,0,0,0.0049874686716792,0.0106477732793522,0.00713178294573643,0.0413084112149533,0.00126020685900925,0,0,0.0110610079575597,9.63319748054827e-05
TMLHE,0.000788876836603886,0.00690542809177392,0.0150125313283208,0.0126720647773279,0.000348837209302325,0,0.00248502994011976,0,0.0648648648648649,0.00177718832891247,0.000466839570211189
TMOD1,0.0382605265752884,0.0508337996642417,0.0049874686716792,0.130080971659919,0.0914341085271318,0.0319626168224299,0.00956178551986935,0,0.172972972972973,0.0216710875331565,0.0234383104853649
TMOD2,0.001150445386714,0,0.0200250626566416,0.00862348178137652,0.0148837209302326,0.0319626168224299,0.00615949918345128,0,0.0108108108108108,0.0137135278514589,0.00491293071507966
TMOD3,0.00785589849784702,0.00942361499720201,0.0049874686716792,0.00659919028340081,0.00422480620155039,0,0.0137806205770278,0,0,0.0150397877984085,0.00602445350129678
TMOD4,0.013805344640568,0.0228539451594852,0.0325563909774436,0.0126720647773279,0.044922480620155,0.00392523364485981,0.0233070223189984,0,0.0108108108108108,0.0137135278514589,0.0115820674323824
TMPO,0.028366696249548,0.0407610520425294,0.0300501253132832,0.032914979757085,0.0197286821705426,0.0413084112149533,0.0312003266194883,0,0.0648648648648649,0.0389124668435013,0.0349240459429418
TMPPE,0.001150445386714,0.0021488528259653,0.0024812030075188,0,0.00616279069767442,0.0132710280373832,0.00575122482308111,0,0,0.00310344827586207,0.00343090033345684
TMPRSS11A,0.00164349340959143,0.00242865137101287,0.0024812030075188,0,0.0119767441860465,0.0226168224299065,0,0.235,0.0108108108108108,0.00708222811671087,0.00380140792886254
TMPRSS11B,0,0.0055064353665361,0.003734335839599,0.000526315789473684,0.000348837209302325,0,0.00439031028851388,0,0,0.00442970822281167,0
TMPRSS11D,0.00871051507083457,0.00858421936205932,0.0062406015037594,0.0045748987854251,0.00713178294573643,0.00392523364485981,0.00588731627653783,0,0.0108108108108108,0.00973474801061008,0.00268988514264542
TMPRSS11F,0,0,0,0,0,0.00392523364485981,0,0,0.0108108108108108,0.00310344827586207,0
TMPRSS12,0.0172895506689018,0.0180973698936766,0.0150125313283208,0.0045748987854251,0.0119767441860465,0,0.0226265650517148,0.235,0.0378378378378378,0.00310344827586207,0.0141756206002223
TMPRSS15,0.0089734740163692,0.00914381645215445,0.0062406015037594,0.0045748987854251,0.00616279069767442,0.0132710280373832,0.00017147523135547,0,0,0.00973474801061008,0.00454242311967395
TMPRSS2,0.0180455576373139,0.0211751538891998,0.0024812030075188,0.00255060728744939,0.00422480620155039,0.0132710280373832,0.0139167120304845,0.235,0,0.00708222811671087,0.00380140792886254
TMPRSS3,0.00828320678434079,0.00606603245663123,0,0.0106477732793522,0.0216666666666667,0,0.0248040283070223,0,0.0378378378378378,0.00973474801061008,0.00639496109670248
TMPRSS4,0.000624527495644744,0.00102965864577504,0.0049874686716792,0,0,0.00392523364485981,0.000715841045182363,0,0.0378378378378378,0.00310344827586207,0
TMPRSS5,0,0.00186905428091774,0.0049874686716792,0,0.00228682170542636,0.00392523364485981,0.00547904191616766,0,0.0108108108108108,0,0.000837347165616896
TMPRSS6,0.00440456233770503,0.00606603245663123,0,0.00862348178137652,0.00325581395348837,0.0226168224299065,0.00561513336962439,0,0,0.00310344827586207,0.00268988514264542
TMPRSS7,0.00295828813726457,0.000749860100727476,0.003734335839599,0.00255060728744939,0.0177906976744186,0.0132710280373832,0.00683995645073489,0.235,0,0.00177718832891247,0.00306039273805113
TMPRSS9,0.0245537915392959,0.0402014549524342,0.0450877192982456,0.0349392712550607,0.042984496124031,0.0319626168224299,0.0310642351660316,0,0.0918918918918919,0.0508488063660477,0.0315894775842905
TMSB10,0.192551687867732,0.307968662562955,0.709248120300752,0.174615384615385,0.0972480620155039,0.0693457943925234,0.416475231355471,0.235,0.2,0.948726790450928,0.695909596146721
TMSB15A,0.0120303717582093,0.0183771684387241,0.0150125313283208,0.00862348178137652,0.00713178294573643,0.00392523364485981,0.0182716385410996,0.485,0.0378378378378378,0.0123872679045093,0.0123230826231938
TMSB15B,0.00969661111658942,0.0055064353665361,0.0137593984962406,0.0187449392712551,0.0139147286821705,0,0.00928960261295591,0,0.0378378378378378,0.0110610079575597,0.00528343831048537
TMSB15C,0,0,0,0,0,0,0,0,0,0,0
TMSB4X,0.313282713736318,0.416250699496363,0.893458646616541,0.310242914979757,0.24453488372093,0.162803738317757,0.629730538922156,0,0.254054054054054,1.64103448275862,0.829662838088181
TMT1A,0.102751207967656,0.0651035254616676,0.209248120300752,0.0632793522267207,0.0575193798449612,0.0413084112149533,0.171102340772999,0,0.145945945945946,0.0840053050397878,0.131626528343831
TMT1B,0.0032212470827992,0.00914381645215445,0.0062406015037594,0,0.0139147286821705,0,0.0106505171475231,0,0.0108108108108108,0.0229973474801061,0.00268988514264542
TMTC1,0.000295828813726457,0,0.0112531328320802,0.0106477732793522,0.0177906976744186,0,0.00180457267283615,0,0,0.000450928381962864,0.027143386439422
TMTC2,0.00657397363836571,0.00354784555120313,0.0074937343358396,0.00659919028340081,0.00131782945736434,0,0.00656777354382145,0,0,0.00442970822281167,0.000466839570211189
TMTC4,0.0136409952996088,0.0200559597090095,0.0187719298245614,0.0288663967611336,0.0139147286821705,0.0319626168224299,0.0205851932498639,0,0,0.0137135278514589,0.0149166357910337
TMUB1,0.0941721723695888,0.121622831561276,0.053859649122807,0.0835222672064777,0.0672093023255814,0.0132710280373832,0.0724360370168753,0,0.0108108108108108,0.066763925729443,0.0578955168580956
TMUB2,0.022614469315978,0.0239731393396754,0.022531328320802,0.0268421052631579,0.0139147286821705,0.0973831775700935,0.0326973326075123,0.235,0.0108108108108108,0.0283023872679045,0.0286254168210448
TMX1,0.0871708904447293,0.0992389479574706,0.0889473684210526,0.138178137651822,0.160232558139535,0.14411214953271,0.138984757757213,0,0.0648648648648649,0.127771883289125,0.0882771396813635
TMX2,0.0334615258192815,0.0516731952993844,0.0388220551378446,0.0308906882591093,0.0633333333333333,0.153457943925234,0.041679368535656,0,0.0648648648648649,0.0256498673740053,0.0308484623934791
TMX3,0.0441771028498176,0.0399216564073867,0.0688972431077694,0.0592307692307692,0.0294186046511628,0.0413084112149533,0.0348747958628198,0,0.0108108108108108,0.0680901856763926,0.0619711004075583
TNC,0.000361568550110115,0.00858421936205932,0.13781954887218,0.0045748987854251,0.00422480620155039,0.00392523364485981,0.00697604790419162,0.235,0,0.00840848806366048,0.0223267876991478
TNF,0.00696841205666765,0.00830442081701175,0.0125062656641604,0.0288663967611336,0.0158527131782946,0,0.00697604790419162,0,0,0.0163660477453581,0.00231937754723972
TNFAIP1,0.0316536830687309,0.0511135982092893,0.0074937343358396,0.0369635627530364,0.0236046511627907,0.00392523364485981,0.0265732172019597,0.235,0.0648648648648649,0.0269761273209549,0.0319599851796962
TNFAIP2,0.00877625480721822,0.0192165640738668,0.0526065162907268,0.00255060728744939,0.0129457364341085,0,0.0442651061513337,0,0,0.0614588859416446,0.0371470915153761
TNFAIP6,0.000920356309371199,0.000749860100727476,0.0087468671679198,0.0045748987854251,0.00325581395348837,0.00392523364485981,0.00316548720740338,0,0.0108108108108108,0,0.0012078547610226
TNFAIP8L1,0,0,0.0062406015037594,0,0,0,0,0,0,0.000450928381962864,0.000466839570211189
TNFAIP8L2,0,0.00354784555120313,0.0112531328320802,0,0.00325581395348837,0,0.00112411540555253,0,0.0378378378378378,0.00840848806366048,0
TNFAIP8L3,0,0,0,0,0,0.00392523364485981,0,0,0.0108108108108108,0.00575596816976127,0
TNFRSF10A,0.0203464484107419,0.0264913262451035,0.0062406015037594,0.0187449392712551,0.0187596899224806,0,0.0282063146434404,0,0.0378378378378378,0.00973474801061008,0.0267728788440163
TNFRSF10B,0.0583768859086875,0.0813318410744264,0.0250375939849624,0.0248178137651822,0.0206976744186047,0.0226168224299065,0.0336499727817093,0,0.0108108108108108,0.0680901856763926,0.033442015561319
TNFRSF10C,0.0497978503106203,0.0211751538891998,0.0125062656641604,0.0045748987854251,0.0100387596899225,0.00392523364485981,0.0114670658682635,0,0,0.00840848806366048,0.0201037421267136
TNFRSF10D,0.001150445386714,0.00438724118634583,0.0024812030075188,0.000526315789473684,0.0051937984496124,0,0.00575122482308111,0,0,0.00442970822281167,0.00972952945535383
TNFRSF11A,0.00378003484206028,0,0,0.0106477732793522,0.0051937984496124,0.0132710280373832,0.00384594447468699,0,0.0108108108108108,0.0123872679045093,0.00194886995183401
TNFRSF11B,0.0262301548170792,0.000470061555679911,0.0024812030075188,0.00255060728744939,0.0148837209302326,0.0226168224299065,0.00752041371801851,0,0.0378378378378378,0.00177718832891247,0.010841052241571
TNFRSF12A,0.0211353252473458,0.0432792389479575,0.0187719298245614,0.000526315789473684,0.00616279069767442,0,0.071619488296135,0,0.0378378378378378,0.0283023872679045,0.0186217117450908
TNFRSF13B,0,0,0,0.00659919028340081,0.00325581395348837,0.00392523364485981,0,0,0,0.00575596816976127,0.000466839570211189
TNFRSF13C,0.0150543996318575,0.0155791829882485,0.016265664160401,0.032914979757085,0.0158527131782946,0.0413084112149533,0.0212656505171475,0,0.145945945945946,0.0190185676392573,0.0134346054094109
TNFRSF14,0.0147914406863228,0.0228539451594852,0.041328320802005,0.0410121457489879,0.0294186046511628,0.0413084112149533,0.028886771910724,0.235,0,0.0853315649867374,0.0360355687291589
TNFRSF17,0,0,0.0024812030075188,0,0,0.00392523364485981,0,0,0,0,0
TNFRSF18,0.00154488380501594,0.000190263010632345,0.0087468671679198,0.0146963562753036,0,0.00392523364485981,0.0106505171475231,0,0,0.00840848806366048,0.00935902185994813
TNFRSF19,0,0.00130945719082261,0.0012280701754386,0.0207692307692308,0.0129457364341085,0.0132710280373832,0.00194066412629287,0,0,0,0
TNFRSF1A,0.0238306544390757,0.0561499720201455,0.112756892230576,0.0734008097165992,0.0788372093023256,0.06,0.0614126292868808,0,0.0648648648648649,0.0840053050397878,0.090129677658392
TNFRSF1B,0.0207737566972356,0.0234135422495803,0.0513533834586466,0.0268421052631579,0.0265116279069767,0.0226168224299065,0.0297033206314643,0,0.0378378378378378,0.0906366047745358,0.0389996294924046
TNFRSF21,0.0089734740163692,0.00998321208729715,0.0062406015037594,0.0308906882591093,0.0352325581395349,0.0226168224299065,0.0358274360370169,0.235,0.0648648648648649,0.0269761273209549,0.0197332345313079
TNFRSF25,0.000493048022877429,0.0046670397313934,0.01,0.00255060728744939,0.00228682170542636,0.0132710280373832,0.00683995645073489,0,0,0.00840848806366048,0.0182512041496851
TNFRSF4,0.00624527495644743,0.00718522663682149,0.003734335839599,0.0187449392712551,0.0158527131782946,0.0226168224299065,0.00697604790419162,0,0.0378378378378378,0.00708222811671087,0.0452982586143016
TNFRSF6B,0.00210367156427703,0.00326804700615557,0.01,0.0106477732793522,0.0168217054263566,0.0226168224299065,0.0107866086009799,0,0.0108108108108108,0,0.0138051130048166
TNFRSF8,0.0417118627354304,0.0234135422495803,0.0024812030075188,0.0126720647773279,0.00131782945736434,0.00392523364485981,0.0166385410996189,0,0,0.0110610079575597,0.0175101889588737
TNFRSF9,0,0,0,0,0.00810077519379845,0.0132710280373832,0.00561513336962439,0,0.0108108108108108,0,0.000837347165616896
TNFSF10,0.0142326529270618,0.0231337437045327,0.0262907268170426,0.032914979757085,0.0100387596899225,0,0.0509335873707131,0.235,0,0.0190185676392573,0.0545609484994442
