,B cell,Central venous LSEC,Cholangiocyte,Erythroid,Hepatocyte A,Hepatocyte B,Hepatocyte C,Hepatocyte D,Hepatocyte E,Inflammatory macrophage,NK-like cell,Non-inflammatory macrophage,Periportal LSEC,Portal endothelial cells,Stellate cell,T cell CD3 alpha beta,T cell gamma delta
DUSP3,0.0349665924276169,0.0361547762998791,0.143765690376569,0.00815822002472188,0.0832290806089933,0.107632161638528,0.123176249862046,0.121171428571429,0.0766377159752379,0.0369964664310954,0.0719512195121951,0.0394855305466238,0.0473503236245955,0.00406504065040651,0.0556399828767123,0.0277637614678899,0.0272039645279082
DUSP4,0.0216035634743875,0.00108827085852479,0.036652719665272,0.0069221260815822,0,0,0,0,0,0.0256890459363958,0,0.00154340836012861,0.0202467637540453,0.0121951219512195,0.00341395547945205,0.00459862385321101,0.0157276995305164
DUSP5,0.153006681514477,0.2453446191052,0.0307949790794979,0.0551297898640297,0.00273810928832762,0.0132507611403266,0.0133649707537799,0.0146,0.0126074101450614,0.0483038869257951,0.169512195121951,0.0253376205787781,0.205521844660194,0.0691056910569106,0.0194670376712329,0.0135435779816514,0.130490349504434
DUSP6,0.0795100222717149,0.0530834340991536,0.157154811715481,0.057601977750309,0.10069632951729,0.121194298367008,0.0855424346098665,0.0711714285714286,0.0577889679386492,0.058904593639576,0.120731707317073,0.0407717041800643,0.0849716828478964,0.0772357723577236,0.114073202054795,0.0566628440366972,0.0517214397496088
DUSP8,0.0305122494432071,0.00229746070133011,0.117824267782427,0.0279357231149567,0.00604272394665407,0.0164337115970108,0.0251738218739653,0.0488857142857143,0.00540053589577751,0.0355830388692579,0,0.00990353697749196,0.0586771844660194,0.00406504065040651,0.0209653253424658,0.0227178899082569,0.0522430881585811
DVL3,0.0483296213808463,0.0288996372430472,0.0835146443514644,0.0464771322620519,0.0394429363861678,0.0614101854414614,0.0687672442335283,0.0711714285714286,0.0502125103945302,0.0299293286219081,0.120731707317073,0.0330546623794212,0.0598907766990291,0.0609756097560976,0.0631314212328767,0.0291399082568807,0.0485915492957747
DYNC1H1,0.0438752783964365,0.0288996372430472,0.0659414225941422,0.0254635352286774,0,0,0.0107162564838318,0.0234571428571429,0.00382980689272845,0.024982332155477,0,0.0169774919614148,0.0574635922330097,0.0121951219512195,0.025246147260274,0.00253440366972477,0.0558946270213876
DYNC1I1,0.00155902004454343,0.0119709794437727,0.00234309623430962,0,0,0,0,0.00659999999999999,0,0.0101413427561837,0,0,0.0105380258899676,0.00406504065040651,0,0.00276376146788991,0.00529473135106938
DYNC1I2,0.0349665924276169,0.0216444981862152,0.0876987447698745,0.01557478368356,0.0174908532987136,0.0302726266260725,0.0277121730493323,0.0320285714285714,0.0173195971542086,0.0143816254416961,0.0475609756097561,0.0163344051446945,0.0420914239482201,0.0365853658536585,0.0331656678082192,0.00436926605504587,0.0199008868022953
DYNC1LI1,0.0149220489977728,0.00350665054413543,0.0257740585774059,0.0118665018541409,0.0120618435028915,0.0200318295045668,0.0261670897251959,0.0223142857142857,0.0109442853183036,0.017208480565371,0,0.0144051446945338,0.0194377022653722,0,0.0145440924657534,0.0121674311926606,0.0219874804381847
DYNC1LI2,0.0394209354120267,0.0688029020556227,0.137071129707113,0.0452410383189122,0.0340139265903458,0.0968378079158594,0.0879704226906523,0.0711714285714286,0.0288690751178047,0.0461837455830389,0,0.0414147909967846,0.0841626213592233,0.00406504065040651,0.0507170376712329,0.0208830275229358,0.0428534167970788
DYNC2H1,0.00824053452115813,0.00713422007255139,0.036652719665272,0.00444993819530284,0.0124159093591408,0.0185095488513701,0.0175587683478645,0.0140285714285714,0.0108518894945948,0.0115547703180212,0,0.0092604501607717,0.0101334951456311,0.00406504065040651,0.0113334760273973,0.00803899082568807,0.013641105894627
DYNLL1,0.0928730512249443,0.0990326481257558,0.272635983263598,0.0860321384425216,0.378638026672961,0.302484085247717,0.227469374241254,0.3066,0.307165296128615,0.0871731448763251,0.0231707317073171,0.102508038585209,0.173159385113269,0.126016260162602,0.173362585616438,0.0431307339449541,0.133098591549296
DYNLL2,0.032739420935412,0,0.0651046025104602,0.0205191594561187,0.0120618435028915,0.0106213672848049,0.0173380421587021,0.0223142857142857,0.0132541809110228,0.0179151943462897,0,0.00347266881028939,0.0145833333333333,0.0121951219512195,0.0121896404109589,0.00115825688073394,0.0272039645279082
DYNLT1,0.0527839643652561,0.0180169286577993,0.0843514644351464,0.0390605686032138,0.0595066682402927,0.050339053418212,0.0362101313320825,0.0571714285714286,0.0306245957682713,0.0299293286219081,0.0231707317073171,0.0214790996784566,0.0368325242718447,0.0121951219512195,0.0338077910958904,0.0126261467889908,0.0538080333854982
DYRK1A,0.0394209354120267,0.0107617896009674,0.0584100418410042,0.0131025957972806,0.0010858019591644,0.00937586493218931,0.015351506456241,0.0154571428571429,0.0048461609535249,0.00872791519434629,0.0231707317073171,0.00540192926045016,0.021460355987055,0.0203252032520325,0.014330051369863,0.000470183486238531,0.0345070422535211
DYSF,0.0126948775055679,0.125634824667473,0.00820083682008368,0.00815822002472188,0.0242181045674495,0.04092859119845,0.0572894823970864,0.0806,0.0410653238473621,0.043356890459364,0,0.0935048231511254,0.0344053398058252,0.0365853658536585,0.0188249143835616,0.0181307339449541,0.0235524256651017
DZIP1,0.00824053452115813,0,0.0943933054393305,0.0069221260815822,0.0109996459341437,0.0210005535566012,0.0171173159695398,0.0168857142857143,0.0140857433244017,0.00236749116607774,0,0.0047588424437299,0.0166059870550162,0,0.0181827910958904,0.00597477064220183,0.00320813771517997
DZIP3,0.0238307349665924,0.0107617896009674,0.0500418410041841,0.0415327564894932,0.0281128289861914,0.0400982562967063,0.0394106610749365,0.0440285714285714,0.0368151159567588,0.0263957597173145,0,0.0156913183279743,0.0162014563106796,0,0.0211793664383562,0.0176720183486239,0.0345070422535211
E2F1,0.0193763919821826,0.00350665054413543,0.0232635983263598,0.019283065512979,0.000141626342499701,0.0110365347356767,0.0147996909833352,0.0126,0,0.0412367491166078,0.0475609756097561,0.0111897106109325,0.0097289644012945,0,0.0102632705479452,0.00689220183486238,0.0193792383933229
E2F3,0.0193763919821826,0.00350665054413543,0.0174058577405858,0.022991347342398,0.0169007435382981,0.0174024356490451,0.0110473457675753,0.00602857142857142,0.00937355631525455,0.032756183745583,0,0.0092604501607717,0.0190331715210356,0.00406504065040651,0.0117615582191781,0.0105619266055046,0.0266823161189358
E2F4,0.0193763919821826,0.0107617896009674,0.042510460251046,0.0143386897404203,0.00285613124041071,0.00909908663160808,0.015351506456241,0.0154571428571429,0.00318303612676707,0.0242756183745583,0,0.0144051446945338,0.0162014563106796,0.0284552845528455,0.0175406678082192,0.00689220183486238,0.0308555033907147
E2F5,0.0305122494432071,0.0180169286577993,0.0249372384937239,0.00321384425216317,0.0333057948778473,0.0380224190423471,0.0291468932788875,0.0303142857142857,0.0305321999445625,0.00802120141342756,0,0.00861736334405144,0.00811084142394822,0,0.0164704623287671,0.0144610091743119,0.0172926447574335
EBI3,0.0193763919821826,0.0119709794437727,0.0224267782426778,0.019283065512979,0.0274046972736929,0.037330473290894,0.0300297980355369,0.0263142857142857,0.0254504296405802,0.0179151943462897,0.0231707317073171,0.037556270096463,0.0166059870550162,0,0.0162564212328767,0.0188188073394495,0.0146844027125717
EBP,0.0126948775055679,0.0385731559854897,0.0199163179916318,0.0378244746600742,0.468688776112357,0.457341544422917,0.325582165323916,0.290028571428571,0.339319042779266,0.017208480565371,0.0231707317073171,0.0227652733118971,0.0109425566343042,0.0203252032520325,0.0808968321917808,0.0504701834862385,0.0663275952008346
ECHS1,0.032739420935412,0.0506650544135429,0.137071129707113,0.057601977750309,0.978543609111295,0.839987544976474,0.522249199867564,0.636885714285714,0.59109766238566,0.05113074204947,0.0475609756097561,0.0748553054662379,0.0218648867313916,0.0203252032520325,0.18962970890411,0.081204128440367,0.0778038601982264
ECI1,0.0282850779510022,0.0192261185006046,0.101924686192469,0.0353522867737948,0.14578071521303,0.14416689731525,0.138958172387154,0.202885714285714,0.136233022267394,0.0313427561837456,0.0475609756097561,0.0195498392282958,0.0295509708737864,0.0203252032520325,0.0541416952054794,0.0367087155963303,0.0381585811163276
ECI2,0.0795100222717149,0.0796856106408706,0.164686192468619,0.088504326328801,0.851315944765726,0.754047882646001,0.455810616929699,0.503171428571429,0.511452462348702,0.05113074204947,0.0231707317073171,0.0639228295819936,0.0578681229773463,0.0447154471544715,0.191984160958904,0.091295871559633,0.110146061554512
ECSIT,0.0349665924276169,0.0216444981862152,0.0784937238493724,0.0353522867737948,0.0349581022070105,0.0423124827013562,0.0444873634256705,0.0503142857142857,0.0384782407835166,0.0362897526501767,0,0.0208360128617363,0.0315736245954693,0.0121951219512195,0.0267444349315069,0.0176720183486239,0.0282472613458529
EDA,0.0126948775055679,0.0929866989117291,0.0324686192468619,0.0143386897404203,0.00509854832998937,0.0268128978688071,0.0293676194680499,0.0117428571428571,0.00530814007206874,0.00943462897526502,0.0475609756097561,0.0472025723472669,0.0303600323624595,0.0121951219512195,0.0329516267123288,0.0190481651376147,0.0094679186228482
EDEM1,0.0951002227171492,0.0288996372430472,0.0341422594142259,0.0402966625463535,0.0517172194028089,0.0899183504013285,0.0869771548394217,0.0740285714285714,0.0538159475191721,0.0504240282685512,0.0231707317073171,0.0266237942122186,0.021460355987055,0.0365853658536585,0.0280286815068493,0.0215711009174312,0.0454616588419405
EDEM2,0.0594654788418708,0.0518742442563482,0.0625941422594142,0.0625463535228677,0.0456980998465715,0.0641779684472737,0.0649045359231873,0.0623142857142857,0.0457775108565093,0.0461837455830389,0,0.0272668810289389,0.0429004854368932,0.0365853658536585,0.0312392979452055,0.0316628440366973,0.0485915492957747
EDIL3,0,0,0,0,0,0,0,0,0,0,0,0,0.00730177993527508,0,0,0,0
EDN1,0.00155902004454343,0,0.0341422594142259,0,0,0,0,0,0,0,0,0,0,0.0121951219512195,0,0,0
EDN3,0,0,0,0.00197775030902348,0,0,0,0,0,0,0.0231707317073171,0,0,0.0284552845528455,0,0,0
EDNRA,0.032739420935412,0.0216444981862152,0.045857740585774,0.0736711990111248,0.0406231559069987,0.050339053418212,0.0521024169517713,0.0574571428571429,0.0418044904370323,0.0228621908127208,0.0231707317073171,0.0369131832797428,0.0594862459546926,0.0365853658536585,0.0663420376712329,0.0617087155963303,0.031377151799687
EDNRB,0.0572383073496659,0.0760580411124547,0.045020920502092,0.0341161928306551,0.0303552460757701,0.0395446996955439,0.0368723098995696,0.0483142857142857,0.0265591795250855,0.0235689045936396,0.0475609756097561,0.0291961414790997,0.2354571197411,0.142276422764228,0.390400256849315,0.0289105504587156,0.0245957224830464
EEA1,0.00155902004454343,0.00713422007255139,0.0199163179916318,0,0.0171367874424643,0.0298574591752007,0.0136960600375234,0.0317428571428571,0.0120530352028088,0.00943462897526502,0,0.00411575562700964,0.0194377022653722,0,0.0166845034246575,0.000240825688073393,0.0115545122587376
EED,0.0483296213808463,0.0216444981862152,0.037489539748954,0.0328800988875155,0.02079546795704,0.0365001383891503,0.044818452709414,0.0417428571428571,0.0224937632818997,0.0157950530035336,0.0475609756097561,0.0369131832797428,0.0311690938511327,0.0447154471544715,0.0286708047945205,0.0156077981651376,0.0470266040688576
EEF2K,0.0438752783964365,0.0313180169286578,0.0801673640167364,0.0328800988875155,0.0497108462173964,0.0910254636036535,0.0879704226906523,0.0766,0.059452092765407,0.0412367491166078,0,0.0446302250803858,0.0429004854368932,0.0121951219512195,0.0355201198630137,0.0394610091743119,0.0475482524778299
EFEMP2,0.0438752783964365,0.0240628778718259,0.0517154811715481,0.0205191594561187,0.0179629411070459,0.0295806808746194,0.0343339587242026,0.0363142857142857,0.0232329298715698,0.0355830388692579,0,0.0201929260450161,0.0550364077669903,0.0284552845528455,0.072121147260274,0.0190481651376147,0.0235524256651017
EFNA1,0.00378619153674833,0.0385731559854897,0.117824267782427,0,0.0266965655611944,0.0874273456960974,0.0417282860611412,0.0306,0.00540053589577751,0,0,0,0.032787216828479,0.0121951219512195,0.00555436643835617,0.00207568807339449,0.00581637976004173
EFNA2,0.00155902004454343,0.00229746070133011,0,0,0,0,0,0,0,0.00448763250883392,0,0,0,0.00406504065040651,0,0,0
EFNA3,0.0416481069042316,0,0.0500418410041841,0.0143386897404203,0.0076950312758173,0.00826875172986438,0.0144686016995917,0.0197428571428571,0.0111290769657212,0.0278091872791519,0.0719512195121951,0.0144051446945338,0.0182241100323625,0,0.0104773116438356,0.0201949541284404,0.0193792383933229
EFNA4,0,0.00834340991535671,0.0316317991631799,0,0,0,0,0,0,0.0221554770318021,0.0719512195121951,0.00218649517684887,0.0141788025889968,0,0.00255779109589041,0.00597477064220183,0.00581637976004173
EFNA5,0,0.0119709794437727,0.0107112970711297,0,0,0.00660808192637698,0,0.000885714285714281,0,0.00802120141342756,0,0,0.00608818770226537,0.0121951219512195,0.00919306506849315,0.00184633027522936,0.00790297339593114
EFNB1,0.0260579064587973,0.138935912938331,0.03581589958159,0.0242274412855377,0.0109996459341437,0.0275048436202602,0.0221940183202737,0.0177428571428571,0.0187055345098402,0.017208480565371,0,0.0195498392282958,0.0457322006472492,0.0203252032520325,0.0278146404109589,0.0197362385321101,0.0167709963484611
EFNB2,0,0.107496977025393,0.00903765690376569,0.0168108776266996,0.00061371415083205,0.000242181013008581,0.0071846374572343,0.00431428571428571,0.00595491083803012,0.00872791519434629,0.0231707317073171,0,0.147673948220065,0.0447154471544715,0.013259845890411,0.00138761467889908,7.82472613458512e-05
EFNB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121951219512195,0,0,0
EFTUD2,0.00601336302895323,0.0119709794437727,0.0341422594142259,0.0168108776266996,0.0186710728195444,0.0203086078051481,0.02749144686017,0.0291714285714286,0.0150097015614894,0.0179151943462897,0.0475609756097561,0.0234083601286174,0.0149878640776699,0.0121951219512195,0.0181827910958904,0.0119380733944954,0.0292905581637976
EGF,0.00378619153674833,0,0,0.00444993819530284,0,0,0.000231762498620461,0.000599999999999996,4.15781206689475e-05,0.000247349823321554,0.0475609756097561,0.00411575562700964,0,0,0.00619648972602739,0.00138761467889908,0
EGFR,0.0305122494432071,0.0192261185006046,0.0918828451882845,0.0131025957972806,0.141177859081789,0.180840022142264,0.162575874627525,0.150314285714286,0.145842187933105,0.0157950530035336,0.0231707317073171,0.0240514469453376,0.0275283171521036,0.0447154471544715,0.0522153253424657,0.0291399082568807,0.0214658320292123
EGLN1,0.00378619153674833,0.0192261185006046,0.126192468619247,0.0069221260815822,0,0,0.001225030349851,0.00831428571428571,0,0.0235689045936396,0.0231707317073171,0.0118327974276527,0.0335962783171521,0.0121951219512195,0.00940710616438356,0,0.0152060511215441
EGLN3,0.0149220489977728,0.0119709794437727,0.0115481171548117,0,0.0029741531924938,0.000518959313589813,0.00574991722767906,0.00317142857142857,0.00161230712371801,0,0,0.00733118971061093,0.0166059870550162,0.00406504065040651,0.0100492294520548,0.00872706422018349,0.00164319248826291
EGR2,0.0305122494432071,0,0.0257740585774059,0.0143386897404203,0.00415437271332467,0.0142194851923609,0.0127027921862929,0.00717142857142857,0.0101127229049247,0.0292226148409894,0.0963414634146341,0.0105466237942122,0.0222694174757282,0,0.0100492294520548,0.0169839449541284,0.02981220657277
EHBP1L1,0.0661469933184855,0.0252720677146312,0.0349790794979079,0.05389369592089,0.0029741531924938,0.0157417658455577,0.0155722326454034,0.00917142857142857,0.00179709877113554,0.0765724381625442,0,0.135948553054662,0.0663632686084142,0.0284552845528455,0.0325235445205479,0.00964449541284404,0.0496348461137193
EHD1,0.0750556792873051,0.0143893591293833,0.0642677824267782,0.0588380716934487,0.0271686533695267,0.0284735676722945,0.028153625427657,0.0368857142857143,0.0228633465767347,0.0652650176678445,0,0.0401286173633441,0.0364279935275081,0.00406504065040651,0.0261023116438356,0.0252408256880734,0.103886280646844
EHD4,0.0216035634743875,0.0349455864570738,0.0994142259414226,0.0378244746600742,0.0362563436799245,0.0432812067533905,0.0554133097892065,0.0431714285714286,0.0336736579506606,0.0313427561837456,0,0.0336977491961415,0.0639360841423948,0.0528455284552846,0.0325235445205479,0.0289105504587156,0.040245174752217
EHHADH,0.00824053452115813,0.00713422007255139,0,0,0.0862976513631535,0.108047329089399,0.0773755656108597,0.0991714285714285,0.0685992793125751,0.00872791519434629,0,0,0.00163834951456311,0,0.021607448630137,0.0094151376146789,0.00581637976004173
EHMT1,0.0706013363028953,0.0422007255139057,0.0500418410041841,0.0291718170580964,0.0395609583382509,0.0853515084417382,0.0849906191369606,0.0771714285714286,0.03672272013305,0.032756183745583,0,0.0304823151125402,0.0465412621359223,0.0203252032520325,0.0348779965753425,0.0208830275229358,0.057981220657277
EHMT2,0.0126948775055679,0.0155985489721886,0.0341422594142259,0.0168108776266996,0.0283488728903576,0.037330473290894,0.0406246551153294,0.0457428571428571,0.0284994918229696,0.0334628975265018,0.0231707317073171,0.0144051446945338,0.0174150485436893,0.0284552845528455,0.0196810787671233,0.0286811926605505,0.0438967136150235
EIF2A,0.0572383073496659,0.0276904474002418,0.0851882845188284,0.050185414091471,0.229340257287856,0.190250484362026,0.181116874517161,0.244885714285714,0.238422803289291,0.0348763250883392,0.0231707317073171,0.0369131832797428,0.0408778317152104,0.0121951219512195,0.0723351883561644,0.029598623853211,0.0699791340636411
EIF2AK1,0.0594654788418708,0.039782345828295,0.111129707112971,0.0662546353522868,0.241614540304497,0.222079988928868,0.185752124489571,0.204314285714286,0.239623948997505,0.0384098939929329,0.0231707317073171,0.0356270096463022,0.0445186084142395,0.0447154471544715,0.069552654109589,0.0332683486238532,0.0710224308815858
EIF2AK2,0.00601336302895323,0.0385731559854897,0.0567364016736402,0.0131025957972806,0.0376726071049215,0.039129532244672,0.0369826729941507,0.0317428571428571,0.0287766792940959,0.0292226148409894,0.0475609756097561,0.0420578778135048,0.0348098705501618,0.0121951219512195,0.026316352739726,0.0130848623853211,0.0329420970266041
EIF2AK3,0.0750556792873051,0.00471584038694075,0.0266108786610879,0.00444993819530284,0.0141862386403871,0.0275048436202602,0.0175587683478645,0.0114571428571429,0.012792201792479,0.0165017667844523,0,0.0105466237942122,0.027123786407767,0,0.0246040239726027,0.0039105504587156,0.0266823161189358
EIF2AK4,0.0282850779510022,0.00955259975816203,0.0324686192468619,0,0.0202053581966246,0.0223844450595073,0.0315748813596733,0.0306,0.0241568881086575,0.0122614840989399,0,0.00797427652733119,0.0149878640776699,0.00406504065040651,0.00748073630136986,0.0094151376146789,0.0162493479394888
EIF2B1,0.0238307349665924,0.0325272067714631,0.0558995815899582,0.0341161928306551,0.0349581022070105,0.0428660393025187,0.0400728396424236,0.0297428571428571,0.0257276171117065,0.0285159010600707,0,0.0356270096463022,0.0283373786407767,0.0447154471544715,0.0269584760273973,0.0151490825688073,0.0272039645279082
EIF2B4,0.0126948775055679,0.0107617896009674,0.0333054393305439,0.0168108776266996,0.0101734922695621,0.0128355936894547,0.0147996909833352,0.0303142857142857,0.0086343897255844,0.0200353356890459,0,0.00990353697749196,0.0170105177993528,0.0203252032520325,0.0162564212328767,0.00826834862385321,0.0183359415753782
EIF2B5,0.0126948775055679,0.0180169286577993,0.0123849372384937,0.0069221260815822,0,0,0.00144575653901335,0.00745714285714286,0,0.00307420494699647,0.0719512195121951,0.00154340836012861,0.00689724919093851,0,0.00534032534246575,0,0.0094679186228482
EIF2S1,0.0216035634743875,0.0337363966142684,0.0492050209205021,0.0415327564894932,0.0591526023840434,0.0569817326321616,0.0549718574108818,0.0617428571428571,0.0425436570267024,0.0228621908127208,0.0475609756097561,0.0259807073954984,0.0307645631067961,0.0203252032520325,0.0357341609589041,0.0206536697247706,0.0428534167970788
EIF2S2,0.0750556792873051,0.0917775090689238,0.132050209205021,0.0687268232385661,0.355741767968842,0.31230971491835,0.267420814479638,0.357742857142857,0.299219255289661,0.0687985865724382,0.120731707317073,0.0587781350482315,0.0756674757281553,0.0284552845528455,0.125845462328767,0.0527637614678899,0.116927490871153
EIF2S3,0.099554565701559,0.0228536880290206,0.127866108786611,0.0365883807169345,0.144718517644282,0.138077774702463,0.121851892727072,0.146314285714286,0.132444793495334,0.0419434628975265,0.0231707317073171,0.0478456591639871,0.0522046925566343,0.0121951219512195,0.0633454623287671,0.024552752293578,0.0611111111111111
EIF3A,0.0483296213808463,0.0240628778718259,0.0533891213389121,0.0365883807169345,0.0811046854714977,0.0852131192914475,0.0987860059596071,0.2066,0.111655733160861,0.0235689045936396,0.0231707317073171,0.0214790996784566,0.0340008090614887,0,0.0310252568493151,0.00689220183486238,0.059546165884194
EIF3C,0.101781737193764,0.0409915356711004,0.338744769874477,0.0749072929542645,0.212817183996223,0.208794630500969,0.180675422138837,0.240314285714286,0.178273122054883,0.0695053003533569,0.120731707317073,0.05491961414791,0.106411812297735,0.0284552845528455,0.0928831335616438,0.031204128440367,0.123708920187793
EIF3D,0.108463251670379,0.0313180169286578,0.168033472803347,0.0810877626699629,0.0590345804319603,0.068052864655411,0.0731817680167752,0.0868857142857143,0.0644414672456805,0.0617314487632509,0.0963414634146341,0.10443729903537,0.076881067961165,0.00406504065040651,0.0509310787671233,0.0204243119266055,0.120579029733959
EIF3I,0.0438752783964365,0.0252720677146312,0.118661087866109,0.0180469715698393,0.204083559542075,0.145412399667866,0.0846595298532171,0.0957428571428571,0.109068650097016,0.0490106007067138,0,0.0182636655948553,0.0473503236245955,0.0365853658536585,0.0586365582191781,0.019506880733945,0.0830203442879499
EIF3J,0.106236080178174,0.0615477629987908,0.136234309623431,0.0773794808405439,0.154278295763012,0.171291170772211,0.134654011698488,0.176314285714286,0.101307400905479,0.066678445229682,0.0475609756097561,0.0619935691318328,0.0760720064724919,0.0121951219512195,0.0802547089041096,0.044506880733945,0.0939749608763693
EIF4A1,0.233184855233853,0.107496977025393,0.279330543933054,0.109517923362176,0.323403753098076,0.271069748131746,0.210032005297429,0.315742857142857,0.242950198651021,0.170565371024735,0.0719512195121951,0.15395498392283,0.192576860841424,0.0691056910569106,0.14831977739726,0.049552752293578,0.210824204486176
EIF4A2,0.262138084632517,0.132889963724305,0.512803347280335,0.119406674907293,0.367307919272985,0.391191530584002,0.354938748482507,0.494885714285714,0.371749976901044,0.121095406360424,0.0963414634146341,0.110225080385852,0.242738673139159,0.0853658536585366,0.218739297945205,0.0442775229357798,0.292201356285863
EIF4A3,0.0527839643652561,0.00834340991535671,0.042510460251046,0.0143386897404203,0.0165466776820489,0.024321893163576,0.0132546076591988,0.0177428571428571,0.00752563984107919,0.0313427561837456,0,0.0272668810289389,0.0356189320388349,0.0121951219512195,0.0109053938356164,0.0103325688073394,0.013641105894627
EIF4E,0.0371937639198218,0.0216444981862152,0.0659414225941422,0.0266996291718171,0.0750855659152602,0.0587807915859397,0.049343339587242,0.0617428571428571,0.0540931349902984,0.0292226148409894,0.0231707317073171,0.012475884244373,0.0275283171521036,0.00406504065040651,0.0312392979452055,0.0137729357798165,0.0324204486176317
EIF4E2,0.00601336302895323,0.0216444981862152,0.0776569037656904,0,0.0575002950548802,0.0537987821754774,0.0479086193576868,0.0608857142857143,0.0591749052942807,0.00448763250883392,0,0.0144051446945338,0.0137742718446602,0.0203252032520325,0.0203232020547945,0.00849770642201835,0.0146844027125717
EIF4E3,0.0906458797327394,0.0615477629987908,0.0994142259414226,0.0711990111248455,0.0474684291278178,0.0580888458344866,0.0577309347754111,0.0703142857142857,0.0619467800055437,0.0631448763250883,0,0.0311254019292605,0.0594862459546926,0.0691056910569106,0.0513591609589041,0.0318922018348624,0.183176838810642
EIF4EBP1,0,0.00229746070133011,0.0190794979079498,0.0106304079110012,0.125953027263071,0.0953155272626626,0.0886326012581393,0.124028571428571,0.107590316917675,0.00731448763250883,0,0.0182636655948553,0.00689724919093851,0,0.0276005993150685,0.00528669724770642,0.0146844027125717
EIF4EBP2,0.0416481069042316,0.039782345828295,0.0977405857740586,0.0266996291718171,0.0665879853652779,0.0751107113202325,0.0907295000551815,0.118885714285714,0.0918830268871847,0.0306360424028269,0.0475609756097561,0.0234083601286174,0.0473503236245955,0.0447154471544715,0.0432255993150685,0.0208830275229358,0.0511997913406364
EIF4EBP3,0.0527839643652561,0.043409915356711,0.0734728033472803,0.0365883807169345,0.0368464534403399,0.0603030722391364,0.0641319942611191,0.0691714285714286,0.0485493855677723,0.0518374558303887,0,0.0285530546623794,0.0307645631067961,0.0284552845528455,0.0438677226027397,0.0305160550458716,0.0334637454355764
EIF4G1,0.0483296213808463,0.0107617896009674,0.0642677824267782,0.0304079110012361,0.0943231441048035,0.0978065319678937,0.07174704778722,0.0937428571428571,0.0823662570451816,0.0263957597173145,0,0.0195498392282958,0.0554409385113269,0.0121951219512195,0.0308112157534247,0.0117087155963303,0.0470266040688576
EIF4G3,0.032739420935412,0.0482466747279323,0.0492050209205021,0.022991347342398,0.0351941461111767,0.0681912538057016,0.0651252621123496,0.0566,0.0270211586436293,0.0221554770318021,0,0.0272668810289389,0.0319781553398058,0.0203252032520325,0.0312392979452055,0.0126261467889908,0.0376369327073552
EIF4H,0.106236080178174,0.0954050785973398,0.200669456066946,0.0415327564894932,0.124654785790157,0.132403819540548,0.0943714821763602,0.127742857142857,0.0861544858172411,0.0497173144876325,0,0.0504180064308682,0.110861650485437,0.0284552845528455,0.0986622431506849,0.029598623853211,0.0929316640584246
EIF5A,0.166369710467706,0.120798065296252,0.303598326359833,0.13176761433869,0.761265195326331,0.692049543315804,0.524015009380863,0.663457142857143,0.581303705072531,0.118975265017668,0.0963414634146341,0.119228295819936,0.111266181229773,0.0284552845528455,0.22644477739726,0.094506880733945,0.217605633802817
EIF5B,0.010467706013363,0,0.0274476987447699,0.0266996291718171,0.0150123923049687,0.00854553003044561,0.0133649707537799,0.0197428571428571,0.0116834519079738,0.00166077738515901,0,0,0.00770631067961165,0,0.00983518835616438,0.00115825688073394,0.0125978090766823
EIF6,0.0216035634743875,0.0264812575574365,0.0876987447698745,0.0328800988875155,0.101758527086038,0.113167727650152,0.0920538571901556,0.118885714285714,0.072202716437217,0.0426501766784452,0.120731707317073,0.0221221864951768,0.0433050161812298,0.0121951219512195,0.0410851883561644,0.0231766055045872,0.059546165884194
ELANE,0.00601336302895323,0.00229746070133011,0.0199163179916318,0.0143386897404203,0.0163106337778827,0.0190631054525325,0.0324577861163227,0.0217428571428571,0.0178739720964612,0.0285159010600707,0,0.0131189710610932,0.0198422330097087,0,0.01796875,0.022947247706422,0.0105112154407929
ELAVL1,0.032739420935412,0.0301088270858525,0.0910460251046025,0.0440049443757726,0.117927534521421,0.144582064766122,0.143703785454144,0.204885714285714,0.0967800055437494,0.0341696113074205,0.0963414634146341,0.032411575562701,0.0388551779935275,0,0.0522153253424657,0.0318922018348624,0.0527647365675535
ELAVL4,0.0305122494432071,0.016807738814994,0.0215899581589958,0.019283065512979,0.0336598607340965,0.0371920841406034,0.0447080896148328,0.0357428571428571,0.0426360528504112,0.0263957597173145,0,0.0156913183279743,0.0121561488673139,0.0203252032520325,0.0261023116438356,0.0371674311926606,0.022509128847157
ELF3,0.00824053452115813,0,1.0073640167364,0.0118665018541409,0.014068216688304,0.0345626902850816,0.0308023396976051,0.0186,0.0162108472697034,0.00872791519434629,0,0.00540192926045016,0.0182241100323625,0.00406504065040651,0.0177547089041096,0.0224885321100917,0.0172926447574335
ELK1,0,0.0180169286577993,0.0207531380753138,0,0,0.00176446166620537,0.000342125593201632,0.00374285714285714,0.00022636976808648,0.0150883392226148,0.0963414634146341,0.00218649517684887,0.00811084142394822,0,0.00148758561643835,0.00826834862385321,0.00685967657798644
ELK4,0.0282850779510022,0,0.0810041841004184,0.0353522867737948,0.0205594240528738,0.0157417658455577,0.0239598278335725,0.0326,0.0271135544673381,0.0129681978798587,0.0475609756097561,0.0047588424437299,0.0295509708737864,0,0.0171125856164384,0,0.0355503390714658
